title,address,location-name,state,url,featured_image,type,price
Casa Mikayla,"10205 Gaul Way, Spring Valley, Ca 91977",Spring Valley,CA,https://app.seniorplace.com/communities/show/cf9a42ab-bac1-4cdd-94bf-745e571e0738,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/9e4a061f9716689562b984f2c2d6d08f.jpg,Assisted Living Home,
Casa Naomi,"855 North Patterson Avenue, Santa Barbara, Ca 93111",Santa Barbara,CA,https://app.seniorplace.com/communities/show/1d2a80aa-ae0f-4991-a0be-8f28f47bd734,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/baa39104499b31bbe2c918d184ab06bd.jpg,Assisted Living Home,
Casa Naomi Bradford Home,"7779 Bradford Drive, Goleta, Ca 93117",Goleta,CA,https://app.seniorplace.com/communities/show/2d1cd247-8820-4451-81d0-f13be0a2fc4d,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/cbc00a93e8f291af28c0045bbf0e6363.jpg,Assisted Living Home,
Casa Naomicathedral Oaks Home,"5618 Cathedral Oaks Road, Goleta, Ca 93117",Goleta,CA,https://app.seniorplace.com/communities/show/c663388c-1bc7-4425-91f4-c12793c780df,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/115c25d8ce5c271588168dc4f4edc99d.jpg,Assisted Living Home,
Casa Naomifairview Home,"6181 Verdura Avenue, Goleta, Ca 93117",Goleta,CA,https://app.seniorplace.com/communities/show/70df628f-8488-4f36-904d-c861e9c3c3c1,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/06b67917d2235563200b4a9d629f0449.jpg,Assisted Living Home,
Casa Palma,"13382 Kootenay Drive, Santa Ana, Ca 92705",Santa Ana,CA,https://app.seniorplace.com/communities/show/1684d561-d538-4cc4-9dc2-22d1c3a8c803,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/3bf17d6191536d1d0bb6af744f3e244b.jpg,Assisted Living Home,
Casa Pastel Care Home,"13348 Pastel Lane, Mountain View, Ca 94040",Mountain View,CA,https://app.seniorplace.com/communities/show/2cecf416-6221-4a16-9f69-1526d2b24ccc,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/f604a20aa06d2d0ef8a02df38a5ef864.jpg,Assisted Living Home,
Casa Paz,"5249 Batavia Road, South Gate, Ca 90280",South Gate,CA,https://app.seniorplace.com/communities/show/b8e371f0-ecbb-4a8a-9641-dcbafd174e4f,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/373603caf5b63b893fcaf823627c96ae.jpg,Assisted Living Home,
Casa Perez,"12158 Stuveling Street, Oak Hills, Ca 92344",Oak Hills,CA,https://app.seniorplace.com/communities/show/1d3fbd7c-02b8-479e-a58c-47f11fcdd0b4,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/91a0f31b259eae17d73c70f2a634791a.jpg,Assisted Living Home,
Casa Primavera,"848 Felicita Avenue, Spring Valley, Ca 91977",Spring Valley,CA,https://app.seniorplace.com/communities/show/7929fbc6-d4e0-4371-ad12-e940284cb5c2,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/d137aa9fc0a562aa6535bdd731100cab.jpg,Assisted Living Home,
Casa Quesada Ii,"2341 South Towner Street, Santa Ana, Ca 92707",Santa Ana,CA,https://app.seniorplace.com/communities/show/d0eb60d9-902b-4bf2-a939-fbecf6c3f80b,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/96c970145a119c6661c05db7d372e6e0.jpg,Assisted Living Home,
Chanze Adult Residential Facility,"1112 Sunnyside Drive, South San Francisco, Ca 94080",South San Francisco,CA,https://app.seniorplace.com/communities/show/041debdc-7ff5-4773-94ae-e43cd35f32e1,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/7315b6ddafa49b09471225deebd56b52.jpg,Assisted Living Home,
Chap Residential Care Facility,"29484 Camino Cristal, Menifee, Ca 92584",Menifee,CA,https://app.seniorplace.com/communities/show/9b1489d0-6e20-41c0-a196-1826ddcbb49c,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/c42bf6037f0a1a47bf7b942f49cdb12a.jpg,Assisted Living Home,
Chaparral Home Care,"7256 Volclay Drive, San Diego, Ca 92119",San Diego,CA,https://app.seniorplace.com/communities/show/178d6843-4196-4833-8b12-89e56a0c2db7,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/142c6070a5c9718e85fe6162e75782b9.jpg,Assisted Living Home,
Chapman Board Care,"10811 Chapman Avenue, Garden Grove, Ca 92840",Garden Grove,CA,https://app.seniorplace.com/communities/show/3ce3399a-1e9d-47ae-8560-73559bf76131,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/7179b3100b9fc4e3085898f41895ecf1.jpg,Assisted Living Home,
Chapman Residence,"638 North Chapman Street, West Covina, Ca 91790",West Covina,CA,https://app.seniorplace.com/communities/show/7b97aac7-699f-4b3b-b1f4-750ff5ad1298,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/66667b23e2f042f0b920070e92f089bd.jpg,Assisted Living Home,
Chapman Rose,"10461 Chapman Avenue, Garden Grove, Ca 92840",Garden Grove,CA,https://app.seniorplace.com/communities/show/e2246396-ad65-4391-929f-1d55b4f56d6c,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/23a587230d27eb5c7c7b083c794fef07.jpg,Assisted Living Home,
Chapters Rcfe,"24221 Chrisanta Drive, Mission Viejo, Ca 92691",Mission Viejo,CA,https://app.seniorplace.com/communities/show/b90b8ab2-b891-4986-aafe-847db9711ea4,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/d272e61f4d6d1d87d134f87400ab01c1.jpg,Assisted Living Home,
Charade Home,"1943 Charade Way, Redding, Ca 96003",Redding,CA,https://app.seniorplace.com/communities/show/867d18c6-6851-473b-ba55-8403a6499630,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/f980f577615ce51ebaa30666904ec3c1.jpg,Assisted Living Home,
Charibel Jose Care Home,"5831 Tree Hill Court, Sacramento, Ca 95841",Sacramento,CA,https://app.seniorplace.com/communities/show/06914627-76d4-444e-849f-5adcd1791d45,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/d4defa823e9629750ea544928a34c7c9.jpg,Assisted Living Home,
Charis Chateau,"10231 Dewey Drive, Garden Grove, Ca 92840",Garden Grove,CA,https://app.seniorplace.com/communities/show/27795cb3-df5d-4bee-8ae7-785169b3c38a,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/99a550519147eb0771834a1c070c4789.jpg,Assisted Living Home,
Charitys Residence,"2933 Monterey Boulevard, Oakland, Ca 94602",Oakland,CA,https://app.seniorplace.com/communities/show/6680d298-4890-4b20-8265-a1ed0dffba49,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/8d76864abb2980905a4c153f2ef39259.jpg,Assisted Living Home,
Charles Shermans Home,"4613 Tippwood Way, Sacramento, Ca 95842",Sacramento,CA,https://app.seniorplace.com/communities/show/fe487b84-45b8-4b5a-a291-211de8920893,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/19b991b251fe72d3ab8dc86bc4bc810d.jpg,Assisted Living Home,
Charles Shermans Home Ii,"3211 Diggs Park Drive, Sacramento, Ca 95815",Sacramento,CA,https://app.seniorplace.com/communities/show/11f32fa6-8ef8-42a3-888f-3452c99aad3d,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/88bc2f634d5657ad987cf3c68f713da6.jpg,Assisted Living Home,
Charlies Angels Care Cac,"22598 Moralia Drive, Moreno Valley, Ca 92557",Moreno Valley,CA,https://app.seniorplace.com/communities/show/57f3c73c-979f-4791-90b7-fc67b42a5f0a,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/25e71349bb6f9c52db250480b255ee84.jpg,Assisted Living Home,
Charlines Adult Residential Facility Ii,"24956 Springbrook Way, Menifee, Ca 92584",Menifee,CA,https://app.seniorplace.com/communities/show/d9d91e36-3d2f-4cdc-a53e-8a2ffb25202a,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/d846a66214b3a0234e4280b4eaf32ade.jpg,Assisted Living Home,
Charlottes Place,"4262 North Glenn Avenue, Fresno, Ca 93704",Fresno,CA,https://app.seniorplace.com/communities/show/64709f7b-d59c-43e5-8b58-5e73e38471b1,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/0c81d53f14a9e572db5b567dcb0ec2ea.jpg,Assisted Living Home,
Charlou Guest Home Iv,"247 South Brentwood Place, Anaheim, Ca 92804",Anaheim,CA,https://app.seniorplace.com/communities/show/22d70592-2954-4c74-a152-fdf16f04244f,https://placement-crm-cdn.s3.us-west-2.amazonaws.com/_entities/communities/35a6ee412c800cdf8de0d2b65f0dcddd.jpg,Assisted Living Home,
