ID,Title,website,seniorly_url,normalized_types,Slug
,Haven House Az,https://www.seniorly.com/assisted-living/arizona/maricopa/haven-house-az,https://www.seniorly.com/assisted-living/arizona/maricopa/haven-house-az,"Assisted Living Community, Assisted Living Home",haven-house-az
,Samanthas Cz Assisted Living,https://www.seniorly.com/assisted-living/arizona/maricopa/samantha-s-cz-assisted-living,https://www.seniorly.com/assisted-living/arizona/maricopa/samantha-s-cz-assisted-living,Assisted Living Community,samanthas-cz-assisted-living
,Pendo Care Home,https://www.seniorly.com/assisted-living/arizona/maricopa/pendo-care-home,https://www.seniorly.com/assisted-living/arizona/maricopa/pendo-care-home,Assisted Living Community,pendo-care-home
,Olive Care Homes,https://www.seniorly.com/assisted-living/arizona/mobile/olive-care-homes-llc,https://www.seniorly.com/assisted-living/arizona/mobile/olive-care-homes-llc,"Assisted Living Community, Assisted Living Home",olive-care-homes
,Desert Springs Healthcare,https://www.seniorly.com/assisted-living/arizona/mesa/allegiant-healthcare-of-mesa,https://www.seniorly.com/assisted-living/arizona/mesa/allegiant-healthcare-of-mesa,Assisted Living Community,desert-springs-healthcare
,Heritage Court Post Acute Of Scottsdale,https://www.seniorly.com/assisted-living/arizona/scottsdale/heritage-court-post-acute-of-scottsdale,https://www.seniorly.com/assisted-living/arizona/scottsdale/heritage-court-post-acute-of-scottsdale,Assisted Living Community,heritage-court-post-acute-of-scottsdale
,Haven Of Scottsdale,https://www.seniorly.com/assisted-living/arizona/mesa/haven-of-scottsdale,https://www.seniorly.com/assisted-living/arizona/mesa/haven-of-scottsdale,Assisted Living Community,haven-of-scottsdale
,Villa Ocotillo,https://www.seniorly.com/assisted-living/arizona/scottsdale/villa-ocotillo-management-co-llc,https://www.seniorly.com/assisted-living/arizona/scottsdale/villa-ocotillo-management-co-llc,Assisted Living Community,villa-ocotillo
,Extended Family Ii,https://www.seniorly.com/assisted-living/arizona/mesa/extended-family-ii-alh,https://www.seniorly.com/assisted-living/arizona/mesa/extended-family-ii-alh,"Assisted Living Community, Assisted Living Home",extended-family-ii
,Lindsay Manor,https://www.seniorly.com/assisted-living/arizona/mesa/lindsay-manor-llc,https://www.seniorly.com/assisted-living/arizona/mesa/lindsay-manor-llc,"Assisted Living Community, Assisted Living Home",lindsay-manor
,Mesa Adult Care Home Ii,https://www.seniorly.com/assisted-living/arizona/mesa/mesa-adult-care-home-ii,https://www.seniorly.com/assisted-living/arizona/mesa/mesa-adult-care-home-ii,"Assisted Living Community, Assisted Living Home",mesa-adult-care-home-ii
,Family Care Homes Jensen House,https://www.seniorly.com/assisted-living/arizona/mesa/family-care-homes-jensen-house,https://www.seniorly.com/assisted-living/arizona/mesa/family-care-homes-jensen-house,"Assisted Living Community, Assisted Living Home",family-care-homes-jensen-house
,Home Sweet Home On Leland,https://www.seniorly.com/assisted-living/arizona/mesa/home-sweet-home-on-leland,https://www.seniorly.com/assisted-living/arizona/mesa/home-sweet-home-on-leland,"Assisted Living Community, Assisted Living Home",home-sweet-home-on-leland
,Plaza Healthcare,https://www.seniorly.com/assisted-living/arizona/kingman/plaza-healthcare,https://www.seniorly.com/assisted-living/arizona/kingman/plaza-healthcare,Assisted Living Community,plaza-healthcare
,All Seasons Of Oro Valley,https://www.seniorly.com/assisted-living/arizona/oro-valley/all-seasons-of-oro-valley,https://www.seniorly.com/assisted-living/arizona/oro-valley/all-seasons-of-oro-valley,"Assisted Living Community, Independent Living, Memory Care",all-seasons-of-oro-valley
,The Fountains At La Cholla,https://www.seniorly.com/assisted-living/arizona/tucson/the-fountains-at-la-cholla,https://www.seniorly.com/assisted-living/arizona/tucson/the-fountains-at-la-cholla,"Assisted Living Community, Independent Living, Memory Care",the-fountains-at-la-cholla
,The Watermark At Oro Valley,https://www.seniorly.com/assisted-living/arizona/oro-valley/the-watermark-at-oro-valley,https://www.seniorly.com/assisted-living/arizona/oro-valley/the-watermark-at-oro-valley,"Assisted Living Community, Independent Living, Memory Care",the-watermark-at-oro-valley
,Inspirations Of River Centre,https://www.seniorly.com/assisted-living/arizona/tucson/inspirations-of-river-centre,https://www.seniorly.com/assisted-living/arizona/tucson/inspirations-of-river-centre,Assisted Living Community,inspirations-of-river-centre
,Avista Senior Living Tucson,https://www.seniorly.com/assisted-living/arizona/tucson/avista-senior-living-tucson,https://www.seniorly.com/assisted-living/arizona/tucson/avista-senior-living-tucson,"Assisted Living Community, Memory Care",avista-senior-living-tucson
,Mountain View Care Center,https://www.seniorly.com/assisted-living/arizona/tucson/mountain-view-care-center,https://www.seniorly.com/assisted-living/arizona/tucson/mountain-view-care-center,Assisted Living Community,mountain-view-care-center
,Tucson Place At Ventana Canyon,https://www.seniorly.com/assisted-living/arizona/tucson/tucson-place-at-ventana-canyon,https://www.seniorly.com/assisted-living/arizona/tucson/tucson-place-at-ventana-canyon,"Assisted Living Community, Memory Care",tucson-place-at-ventana-canyon
,Copper Canyon,https://www.seniorly.com/assisted-living/arizona/tucson/copper-canyon-alzheimer-s-special-care-center,https://www.seniorly.com/assisted-living/arizona/tucson/copper-canyon-alzheimer-s-special-care-center,"Assisted Living Community, Memory Care",copper-canyon
,Hacienda De Luna,https://www.seniorly.com/assisted-living/arizona/tucson/hacienda-de-luna,https://www.seniorly.com/assisted-living/arizona/tucson/hacienda-de-luna,Assisted Living Community,hacienda-de-luna
,La Canada Care Center,https://www.seniorly.com/assisted-living/arizona/yuma/la-canada-care-center,https://www.seniorly.com/assisted-living/arizona/yuma/la-canada-care-center,Assisted Living Community,la-canada-care-center
,Casas Adobes Post Acute Rehabilitation Center,https://www.seniorly.com/assisted-living/arizona/tucson/casas-adobes-post-acute-rehab-center,https://www.seniorly.com/assisted-living/arizona/tucson/casas-adobes-post-acute-rehab-center,Assisted Living Community,casas-adobes-post-acute-rehabilitation-center
,The Hacienda At The River,https://www.seniorly.com/assisted-living/arizona/tucson/the-hacienda-at-the-river-tucson,https://www.seniorly.com/assisted-living/arizona/tucson/the-hacienda-at-the-river-tucson,"Assisted Living Community, Independent Living, Memory Care",the-hacienda-at-the-river
,Oasis Assisted Living Community,https://www.seniorly.com/assisted-living/arizona/tucson/oasis-at-el-corral-assisted-living-center,https://www.seniorly.com/assisted-living/arizona/tucson/oasis-at-el-corral-assisted-living-center,Assisted Living Community,oasis-assisted-living-community
,Villa Liddell,https://www.seniorly.com/assisted-living/arizona/tucson/villa-liddell-llc,https://www.seniorly.com/assisted-living/arizona/tucson/villa-liddell-llc,"Assisted Living Community, Assisted Living Home",villa-liddell
,Solterra La Cholla,https://www.seniorly.com/assisted-living/arizona/tucson/solterra-la-cholla-operations-lp,https://www.seniorly.com/assisted-living/arizona/tucson/solterra-la-cholla-operations-lp,"Assisted Living Community, Memory Care",solterra-la-cholla
,Msm P Enterprises,https://www.seniorly.com/assisted-living/arizona/tucson/msm-p-enterprises-inc,https://www.seniorly.com/assisted-living/arizona/tucson/msm-p-enterprises-inc,"Assisted Living Community, Assisted Living Home",msm-p-enterprises
,The Villas At La Canada Villa M,https://www.seniorly.com/assisted-living/arizona/tucson/the-villas-at-la-canada-villa-m,https://www.seniorly.com/assisted-living/arizona/tucson/the-villas-at-la-canada-villa-m,"Assisted Living Community, Assisted Living Home",the-villas-at-la-canada-villa-m
,Starfish Care Homes Gardenview Circle,https://www.seniorly.com/assisted-living/arizona/tucson/starfish-care-homes-tucson,https://www.seniorly.com/assisted-living/arizona/tucson/starfish-care-homes-tucson,Assisted Living Community,starfish-care-homes-gardenview-circle
,Haven Of Tucson,https://www.seniorly.com/assisted-living/arizona/casa-grande/haven-of-tucson,https://www.seniorly.com/assisted-living/arizona/casa-grande/haven-of-tucson,Assisted Living Community,haven-of-tucson
,Starfish Care Homes W Limberlost Dr,https://www.seniorly.com/assisted-living/arizona/tuscon/starfish-care-homes-w-limberlost-dr-,https://www.seniorly.com/assisted-living/arizona/tuscon/starfish-care-homes-w-limberlost-dr-,Assisted Living Community,starfish-care-homes-w-limberlost-dr
,The Villas At King Road Villa B,https://www.seniorly.com/assisted-living/arizona/tucson/the-villas-at-king-road-villa-b,https://www.seniorly.com/assisted-living/arizona/tucson/the-villas-at-king-road-villa-b,"Assisted Living Community, Assisted Living Home",the-villas-at-king-road-villa-b
,Sedona Garden Assisted Living,https://www.seniorly.com/assisted-living/arizona/tucson/sedona-garden-assisted-living,https://www.seniorly.com/assisted-living/arizona/tucson/sedona-garden-assisted-living,"Assisted Living Community, Assisted Living Home",sedona-garden-assisted-living
,Connies Manor Home,https://www.seniorly.com/assisted-living/arizona/tucson/connie-s-manor-home,https://www.seniorly.com/assisted-living/arizona/tucson/connie-s-manor-home,"Assisted Living Community, Assisted Living Home",connies-manor-home
,Desert View Residence,https://www.seniorly.com/assisted-living/arizona/tucson/desert-view-residence,https://www.seniorly.com/assisted-living/arizona/tucson/desert-view-residence,"Assisted Living Community, Assisted Living Home",desert-view-residence
,Summersett Haven,https://www.seniorly.com/assisted-living/arizona/tucson/summersett-haven,https://www.seniorly.com/assisted-living/arizona/tucson/summersett-haven,"Assisted Living Community, Assisted Living Home",summersett-haven-2
,Villas At La Canda Villa J,https://www.seniorly.com/assisted-living/arizona/tucson/villas-at-la-canda-villa-j,https://www.seniorly.com/assisted-living/arizona/tucson/villas-at-la-canda-villa-j,"Assisted Living Community, Assisted Living Home",villas-at-la-canda-villa-j
,Danilo Place,https://www.seniorly.com/assisted-living/arizona/tucson/danilo-place-llc,https://www.seniorly.com/assisted-living/arizona/tucson/danilo-place-llc,"Assisted Living Community, Assisted Living Home",danilo-place
,Villas At La Canada The Villa E,https://www.seniorly.com/assisted-living/arizona/tucson/villas-at-la-canada-the-villa-e,https://www.seniorly.com/assisted-living/arizona/tucson/villas-at-la-canada-the-villa-e,"Assisted Living Community, Assisted Living Home",villas-at-la-canada-the-villa-e
,Villas At La Canada The Villa B,https://www.seniorly.com/assisted-living/arizona/tucson/villas-at-la-canada-the-villa-b,https://www.seniorly.com/assisted-living/arizona/tucson/villas-at-la-canada-the-villa-b,"Assisted Living Community, Assisted Living Home",villas-at-la-canada-the-villa-b
,Villas At La Canada The Villa D,https://www.seniorly.com/assisted-living/arizona/tucson/villas-at-la-canada-the-villa-d,https://www.seniorly.com/assisted-living/arizona/tucson/villas-at-la-canada-the-villa-d,"Assisted Living Community, Assisted Living Home",villas-at-la-canada-the-villa-d
,Fidelity Care Home,https://www.seniorly.com/assisted-living/arizona/tucson/fidelity-care-home-inc,https://www.seniorly.com/assisted-living/arizona/tucson/fidelity-care-home-inc,"Assisted Living Community, Assisted Living Home",fidelity-care-home
,The Villas At La Canada Villa H,https://www.seniorly.com/assisted-living/arizona/tucson/the-villas-at-la-canada-villa-h,https://www.seniorly.com/assisted-living/arizona/tucson/the-villas-at-la-canada-villa-h,"Assisted Living Community, Assisted Living Home",the-villas-at-la-canada-villa-h
,Villas At La Canada The Villa C,https://www.seniorly.com/assisted-living/arizona/tucson/villas-at-la-canada-the-villa-c,https://www.seniorly.com/assisted-living/arizona/tucson/villas-at-la-canada-the-villa-c,"Assisted Living Community, Assisted Living Home",villas-at-la-canada-the-villa-c
,Northwest Assisted Living Ii,https://www.seniorly.com/assisted-living/arizona/tucson/northwest-assisted-living-ii,https://www.seniorly.com/assisted-living/arizona/tucson/northwest-assisted-living-ii,"Assisted Living Community, Assisted Living Home",northwest-assisted-living-ii
,Villas At La Canada The Villa A,https://www.seniorly.com/assisted-living/arizona/tucson/villas-at-la-canada-the-villa-a,https://www.seniorly.com/assisted-living/arizona/tucson/villas-at-la-canada-the-villa-a,"Assisted Living Community, Assisted Living Home",villas-at-la-canada-the-villa-a
,The Villas At La Canada Villa G,https://www.seniorly.com/assisted-living/arizona/tucson/the-villas-at-la-canada-villa-g,https://www.seniorly.com/assisted-living/arizona/tucson/the-villas-at-la-canada-villa-g,"Assisted Living Community, Assisted Living Home",the-villas-at-la-canada-villa-g
,Spring Days Adult Care Home,https://www.seniorly.com/assisted-living/arizona/tucson/spring-days-adult-care-home-llc,https://www.seniorly.com/assisted-living/arizona/tucson/spring-days-adult-care-home-llc,"Assisted Living Community, Assisted Living Home",spring-days-adult-care-home-2
,Villas At La Canada The Villa F,https://www.seniorly.com/assisted-living/arizona/tucson/villas-at-la-canada-the-villa-f,https://www.seniorly.com/assisted-living/arizona/tucson/villas-at-la-canada-the-villa-f,"Assisted Living Community, Assisted Living Home",villas-at-la-canada-the-villa-f
,Desert Sun Residence,https://www.seniorly.com/assisted-living/arizona/tucson/desert-sun-residence,https://www.seniorly.com/assisted-living/arizona/tucson/desert-sun-residence,"Assisted Living Community, Assisted Living Home",desert-sun-residence
,The Villas At La Canada Villa K,https://www.seniorly.com/assisted-living/arizona/tucson/the-villas-at-la-canada-villa-k,https://www.seniorly.com/assisted-living/arizona/tucson/the-villas-at-la-canada-villa-k,"Assisted Living Community, Assisted Living Home",the-villas-at-la-canada-villa-k
,Desert Treasure Residence,https://www.seniorly.com/assisted-living/arizona/tucson/desert-treasure-residence,https://www.seniorly.com/assisted-living/arizona/tucson/desert-treasure-residence,"Assisted Living Community, Assisted Living Home",desert-treasure-residence
,Normandel Place,https://www.seniorly.com/assisted-living/arizona/tucson/normandel-place-llc,https://www.seniorly.com/assisted-living/arizona/tucson/normandel-place-llc,"Assisted Living Community, Assisted Living Home",normandel-place-2
,Tlc At San Lucas,https://www.seniorly.com/assisted-living/arizona/tucson/tlc-at-san-lucas-llc,https://www.seniorly.com/assisted-living/arizona/tucson/tlc-at-san-lucas-llc,"Assisted Living Community, Assisted Living Home",tlc-at-san-lucas
,Fidelity Care Corner,https://www.seniorly.com/assisted-living/arizona/tucson/fidelity-care-corner-inc,https://www.seniorly.com/assisted-living/arizona/tucson/fidelity-care-corner-inc,"Assisted Living Community, Assisted Living Home",fidelity-care-corner-2
,Desert Palms Residence,https://www.seniorly.com/assisted-living/arizona/tucson/desert-palms-residence,https://www.seniorly.com/assisted-living/arizona/tucson/desert-palms-residence,"Assisted Living Community, Assisted Living Home",desert-palms-residence
,The Villas At La Canada Villa I,https://www.seniorly.com/assisted-living/arizona/tucson/the-villas-at-la-canada-villa-i,https://www.seniorly.com/assisted-living/arizona/tucson/the-villas-at-la-canada-villa-i,"Assisted Living Community, Assisted Living Home",the-villas-at-la-canada-villa-i
,The Villas At La Canada Villa L,https://www.seniorly.com/assisted-living/arizona/tucson/the-villas-at-la-canada-villa-l,https://www.seniorly.com/assisted-living/arizona/tucson/the-villas-at-la-canada-villa-l,"Assisted Living Community, Assisted Living Home",the-villas-at-la-canada-villa-l
,Copper Health Oro Valley,https://www.seniorly.com/assisted-living/arizona/coolidge/copper-health-oro-valley,https://www.seniorly.com/assisted-living/arizona/coolidge/copper-health-oro-valley,Assisted Living Community,copper-health-oro-valley
,La Casa De Stella,https://www.seniorly.com/assisted-living/arizona/tucson/la-casa-de-stella,https://www.seniorly.com/assisted-living/arizona/tucson/la-casa-de-stella,"Assisted Living Community, Assisted Living Home",la-casa-de-stella
,Open Arms At La Canada,https://www.seniorly.com/assisted-living/arizona/tucson/open-arms-at-la-canada,https://www.seniorly.com/assisted-living/arizona/tucson/open-arms-at-la-canada,"Assisted Living Community, Assisted Living Home",open-arms-at-la-canada
,My Family Assisted Living,https://www.seniorly.com/assisted-living/arizona/tucson/my-family-assisted-living-home-llc,https://www.seniorly.com/assisted-living/arizona/tucson/my-family-assisted-living-home-llc,"Assisted Living Community, Assisted Living Home",my-family-assisted-living
,Aspen Care Assisted Living,https://www.seniorly.com/assisted-living/arizona/tucson/aspen-care-assisted-living-home-llc,https://www.seniorly.com/assisted-living/arizona/tucson/aspen-care-assisted-living-home-llc,"Assisted Living Community, Assisted Living Home",aspen-care-assisted-living-2
,Desert Gardens Assisted Living And Memory Care At Hacienda,https://www.seniorly.com/assisted-living/arizona/tucson/desert-gardens-assisted-living-and-memory-care-at-hacienda,https://www.seniorly.com/assisted-living/arizona/tucson/desert-gardens-assisted-living-and-memory-care-at-hacienda,Assisted Living Community,desert-gardens-assisted-living-and-memory-care-at-hacienda
,Golden Hope Adult Care Home Ii,https://www.seniorly.com/assisted-living/arizona/tucson/golden-hope-adult-care-home-ii,https://www.seniorly.com/assisted-living/arizona/tucson/golden-hope-adult-care-home-ii,"Assisted Living Community, Assisted Living Home",golden-hope-adult-care-home-ii
,Abba Foothills Assisted Living,https://www.seniorly.com/assisted-living/arizona/tucson/abba-foothills-assisted-living,https://www.seniorly.com/assisted-living/arizona/tucson/abba-foothills-assisted-living,"Assisted Living Community, Assisted Living Home",abba-foothills-assisted-living
,Carlton Village 2,https://www.seniorly.com/assisted-living/arizona/tucson/carlton-village-2,https://www.seniorly.com/assisted-living/arizona/tucson/carlton-village-2,"Assisted Living Community, Assisted Living Home, Independent Living, Memory Care, Nursing Home",carlton-village-2
,Carlton Village 1,https://www.seniorly.com/assisted-living/arizona/tucson/carlton-village-1,https://www.seniorly.com/assisted-living/arizona/tucson/carlton-village-1,"Assisted Living Community, Assisted Living Home, Independent Living, Memory Care, Nursing Home",carlton-village-1
,Carlton Village 4,https://www.seniorly.com/assisted-living/arizona/tucson/carlton-village-4,https://www.seniorly.com/assisted-living/arizona/tucson/carlton-village-4,"Assisted Living Community, Assisted Living Home, Independent Living, Memory Care, Nursing Home",carlton-village-4
,Carlton Village 6,https://www.seniorly.com/assisted-living/arizona/tucson/carlton-village-6,https://www.seniorly.com/assisted-living/arizona/tucson/carlton-village-6,"Assisted Living Community, Assisted Living Home, Independent Living, Memory Care, Nursing Home",carlton-village-6
,Carlton Village 5,https://www.seniorly.com/assisted-living/arizona/tucson/carlton-village-5,https://www.seniorly.com/assisted-living/arizona/tucson/carlton-village-5,"Assisted Living Community, Assisted Living Home, Independent Living, Memory Care, Nursing Home",carlton-village-5
,Carlton Village 8,https://www.seniorly.com/assisted-living/arizona/tucson/carlton-village-8,https://www.seniorly.com/assisted-living/arizona/tucson/carlton-village-8,"Assisted Living Community, Assisted Living Home, Independent Living, Memory Care, Nursing Home",carlton-village-8
,Horizon Acres Assisted Living,https://www.seniorly.com/assisted-living/arizona/tucson/horizon-acres-assisted-living-home-inc,https://www.seniorly.com/assisted-living/arizona/tucson/horizon-acres-assisted-living-home-inc,"Assisted Living Community, Assisted Living Home",horizon-acres-assisted-living
,Catalina Foothills Adult Care,https://www.seniorly.com/assisted-living/arizona/tucson/catalina-foothills-adult-care-inc,https://www.seniorly.com/assisted-living/arizona/tucson/catalina-foothills-adult-care-inc,"Assisted Living Community, Assisted Living Home",catalina-foothills-adult-care
,Villas De Bella Assisted Living No 1,https://www.seniorly.com/assisted-living/arizona/tucson/villas-de-bella-assisted-living-no-1-llc,https://www.seniorly.com/assisted-living/arizona/tucson/villas-de-bella-assisted-living-no-1-llc,"Assisted Living Community, Assisted Living Home",villas-de-bella-assisted-living-no-1
,Marys Peace Of Mind,https://www.seniorly.com/assisted-living/arizona/tucson/mary-s-peace-of-mind,https://www.seniorly.com/assisted-living/arizona/tucson/mary-s-peace-of-mind,"Assisted Living Community, Assisted Living Home",marys-peace-of-mind
,Heatherwood,https://www.seniorly.com/assisted-living/arizona/tucson/heatherwood-tucson,https://www.seniorly.com/assisted-living/arizona/tucson/heatherwood-tucson,"Assisted Living Community, Assisted Living Home",heatherwood
,Heritage Manor At Lago Del Oro,https://www.seniorly.com/assisted-living/arizona/tucson/heritage-manor-at-lago-del-oro-llc,https://www.seniorly.com/assisted-living/arizona/tucson/heritage-manor-at-lago-del-oro-llc,"Assisted Living Community, Assisted Living Home",heritage-manor-at-lago-del-oro
,Living Young Homes,https://www.seniorly.com/assisted-living/arizona/tucson/living-young-homes,https://www.seniorly.com/assisted-living/arizona/tucson/living-young-homes,Assisted Living Community,living-young-homes
,Acoya Shea,https://www.seniorly.com/assisted-living/arizona/scottsdale/acoya-shea-senior-living,https://www.seniorly.com/assisted-living/arizona/scottsdale/acoya-shea-senior-living,"Assisted Living Community, Independent Living, Memory Care",acoya-shea-2
,Morningstar At Arcadia,https://www.seniorly.com/assisted-living/arizona/phoenix/morningstar-at-arcadia,https://www.seniorly.com/assisted-living/arizona/phoenix/morningstar-at-arcadia,"Assisted Living Community, Memory Care",morningstar-at-arcadia-2
,Maravilla Scottsdale,https://www.seniorly.com/assisted-living/arizona/scottsdale/maravilla-scottsdale,https://www.seniorly.com/assisted-living/arizona/scottsdale/maravilla-scottsdale,"Assisted Living Community, Independent Living, Memory Care",maravilla-scottsdale-2
,Paradise Living Centers Paradise Valley,https://www.seniorly.com/assisted-living/arizona/paradise-valley/paradise-living-centers-paradise-valley,https://www.seniorly.com/assisted-living/arizona/paradise-valley/paradise-living-centers-paradise-valley,"Assisted Living Community, Assisted Living Home",paradise-living-centers-paradise-valley
,Windsor Luxury Assisted Living,https://www.seniorly.com/assisted-living/arizona/paradise-valley/windsor-luxury-assisted-living,https://www.seniorly.com/assisted-living/arizona/paradise-valley/windsor-luxury-assisted-living,"Assisted Living Community, Assisted Living Home",windsor-luxury-assisted-living
,Paradise Valley Senior Living,https://www.seniorly.com/assisted-living/arizona/phoenix/pacifica-senior-living-paradise-valley,https://www.seniorly.com/assisted-living/arizona/phoenix/pacifica-senior-living-paradise-valley,"Assisted Living Community, Memory Care",paradise-valley-senior-living
,Barton House,https://www.seniorly.com/assisted-living/arizona/paradise-valley/barton-house-scottsdale,https://www.seniorly.com/assisted-living/arizona/paradise-valley/barton-house-scottsdale,"Assisted Living Community, Assisted Living Home",barton-house
,Torbrook Manor,https://www.seniorly.com/assisted-living/arizona/paradise-valley/torbrook-manor,https://www.seniorly.com/assisted-living/arizona/paradise-valley/torbrook-manor,Assisted Living Community,torbrook-manor-2
,Bethesda Gardens,https://www.seniorly.com/assisted-living/arizona/phoenix/bethesda-gardens,https://www.seniorly.com/assisted-living/arizona/phoenix/bethesda-gardens,Assisted Living Community,bethesda-gardens
,Life Care Center Of Paradise Valley,https://www.seniorly.com/assisted-living/arizona/phoenix/life-care-center-of-paradise-valley,https://www.seniorly.com/assisted-living/arizona/phoenix/life-care-center-of-paradise-valley,Assisted Living Community,life-care-center-of-paradise-valley
,Oakmont Assisted Living,https://www.seniorly.com/assisted-living/arizona/scottsdale/oakmont-assisted-living,https://www.seniorly.com/assisted-living/arizona/scottsdale/oakmont-assisted-living,"Assisted Living Community, Assisted Living Home",oakmont-assisted-living
,Paradise Living Centers Arcadia,https://www.seniorly.com/assisted-living/arizona/phoenix/paradise-living-centers-arcadia,https://www.seniorly.com/assisted-living/arizona/phoenix/paradise-living-centers-arcadia,"Assisted Living Community, Assisted Living Home",paradise-living-centers-arcadia
,Sweetwater Groves By Majestic Residences,https://www.seniorly.com/assisted-living/arizona/scottsdale/sweetwater-groves-by-majestic-residences,https://www.seniorly.com/assisted-living/arizona/scottsdale/sweetwater-groves-by-majestic-residences,Assisted Living Community,sweetwater-groves-by-majestic-residences
,Doubletree Ranchos Assisted Living,https://www.seniorly.com/assisted-living/arizona/paradise-valley/doubletree-ranchos-assisted-living,https://www.seniorly.com/assisted-living/arizona/paradise-valley/doubletree-ranchos-assisted-living,"Assisted Living Community, Assisted Living Home",doubletree-ranchos-assisted-living
,Vista Living Senior Care Paradise Valley,https://www.seniorly.com/assisted-living/arizona/paradise-valley/vista-living-senior-care-paradise-valley,https://www.seniorly.com/assisted-living/arizona/paradise-valley/vista-living-senior-care-paradise-valley,Assisted Living Community,vista-living-senior-care-paradise-valley
,Assisted Living Of Paradise Valley Ii,https://www.seniorly.com/assisted-living/arizona/paradise-valley/assisted-living-of-paradise-valley-ii,https://www.seniorly.com/assisted-living/arizona/paradise-valley/assisted-living-of-paradise-valley-ii,"Assisted Living Community, Assisted Living Home",assisted-living-of-paradise-valley-ii
,Assisted Living At Mountain Vista 1,https://www.seniorly.com/assisted-living/arizona/paradise-valley/assisted-living-at-mountain-vista-1-inc,https://www.seniorly.com/assisted-living/arizona/paradise-valley/assisted-living-at-mountain-vista-1-inc,"Assisted Living Community, Assisted Living Home",assisted-living-at-mountain-vista-1
,Clearwater Mayo Boulevard,https://www.seniorly.com/assisted-living/arizona/phoenix/clearwater-mayo-boulevard,https://www.seniorly.com/assisted-living/arizona/phoenix/clearwater-mayo-boulevard,"Assisted Living Community, Independent Living, Memory Care",clearwater-mayo-boulevard
,Oakbrook Assisted Living,https://www.seniorly.com/assisted-living/arizona/scottsdale/oakbrook-assisted-living,https://www.seniorly.com/assisted-living/arizona/scottsdale/oakbrook-assisted-living,"Assisted Living Community, Assisted Living Home",oakbrook-assisted-living-2
,Desert Haven Care Center,https://www.seniorly.com/assisted-living/arizona/surprise/desert-haven-care-center,https://www.seniorly.com/assisted-living/arizona/surprise/desert-haven-care-center,Assisted Living Community,desert-haven-care-center
,Ridgecrest Healthcare,https://www.seniorly.com/assisted-living/arizona/winslow/ridgecrest-healthcare,https://www.seniorly.com/assisted-living/arizona/winslow/ridgecrest-healthcare,Assisted Living Community,ridgecrest-healthcare
,Danila Care Home,https://www.seniorly.com/assisted-living/arizona/phoenix/danila-care-home,https://www.seniorly.com/assisted-living/arizona/phoenix/danila-care-home,Assisted Living Community,danila-care-home
,Prats Care Home 1,https://www.seniorly.com/assisted-living/arizona/phoenix/prats-care-home-1,https://www.seniorly.com/assisted-living/arizona/phoenix/prats-care-home-1,"Assisted Living Community, Assisted Living Home",prats-care-home-1
,The Plaza Assisted Living Of Scottsdale,https://www.seniorly.com/assisted-living/arizona/scottsdale/the-plaza-assisted-living-of-scottsdale,https://www.seniorly.com/assisted-living/arizona/scottsdale/the-plaza-assisted-living-of-scottsdale,Assisted Living Community,the-plaza-assisted-living-of-scottsdale
,Hazelwood Manor Assisted Living,https://www.seniorly.com/assisted-living/arizona/scottsdale/hazelwood-manor-assisted-living,https://www.seniorly.com/assisted-living/arizona/scottsdale/hazelwood-manor-assisted-living,"Assisted Living Community, Assisted Living Home",hazelwood-manor-assisted-living-2
,Opco 68,https://www.seniorly.com/assisted-living/arizona/scottsdale/opco-68,https://www.seniorly.com/assisted-living/arizona/scottsdale/opco-68,Assisted Living Community,opco-68
,Bethesda At Maravilla Ii,https://www.seniorly.com/assisted-living/arizona/scottsdale/bethesda-at-maravilla-ii,https://www.seniorly.com/assisted-living/arizona/scottsdale/bethesda-at-maravilla-ii,"Assisted Living Community, Assisted Living Home",bethesda-at-maravilla-ii
,Caremeridian Ludlow,https://www.seniorly.com/assisted-living/arizona/scottsdale/caremeridian-ludlow,https://www.seniorly.com/assisted-living/arizona/scottsdale/caremeridian-ludlow,"Assisted Living Community, Assisted Living Home",caremeridian-ludlow
,Scottsdale Adult Care Home,https://www.seniorly.com/assisted-living/arizona/scottsdale/scottsdale-adult-care-home,https://www.seniorly.com/assisted-living/arizona/scottsdale/scottsdale-adult-care-home,"Assisted Living Community, Assisted Living Home",scottsdale-adult-care-home
,Intouch Assisted Living Memory Care,https://www.seniorly.com/assisted-living/arizona/pheonix/intouch-assisted-living-memory-care,https://www.seniorly.com/assisted-living/arizona/pheonix/intouch-assisted-living-memory-care,Assisted Living Community,intouch-assisted-living-memory-care
,Caring For Loved Ones Ii,https://www.seniorly.com/assisted-living/arizona/scottsdale/caring-for-loved-ones-ii,https://www.seniorly.com/assisted-living/arizona/scottsdale/caring-for-loved-ones-ii,"Assisted Living Community, Assisted Living Home",caring-for-loved-ones-ii
,24 Hr Home,https://www.seniorly.com/assisted-living/arizona/scottsdale/24-hr-home-llc,https://www.seniorly.com/assisted-living/arizona/scottsdale/24-hr-home-llc,"Assisted Living Community, Assisted Living Home",24-hr-home
,Emerald Bay Senior Living,https://www.seniorly.com/assisted-living/arizona/phoenix/emerald-bay-senior-living,https://www.seniorly.com/assisted-living/arizona/phoenix/emerald-bay-senior-living,Assisted Living Community,emerald-bay-senior-living
