ID,Title,URL,OldSerialized,NormalizedTypes,NormalizedTypeIDs,SerializedWritten
?,Malad Living Centerrcf,https://app.seniorplace.com/communities/show/63c9ac1b-e660-420a-ac10-db253dadcaec,field_682fc481aaf60,"Assisted Living Community, Memory Care","5, 3",a:2:{i:0;i:5;i:1;i:3;}
?,Manor On Marion Circle The,https://app.seniorplace.com/communities/show/ea33c604-c0aa-4ec4-bc15-87d8393419c0,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Manor On Marston Lake2 The,https://app.seniorplace.com/communities/show/435418ca-507f-4fa9-ae2b-b49847181aae,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Manor On Sycamore Street The,https://app.seniorplace.com/communities/show/107b5c8e-edbc-4696-af81-669a2ac40af1,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Manto Homes,https://app.seniorplace.com/communities/show/40853ad3-1166-4d4e-b039-edcd8a10bdbf,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Maple Creek Hospice,https://app.seniorplace.com/communities/show/6c520207-e150-4db9-92a3-3c826a4cea34,field_682fc481aaf60,Home Care,488,a:1:{i:0;i:488;}
?,Maple Grove East At Crestview Assisted Living,https://app.seniorplace.com/communities/show/a02e6d32-a9cb-4e61-a3a4-a8be2cf82e86,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Maple Springs,https://app.seniorplace.com/communities/show/85088d6b-d857-4529-b4ea-a18b2fb9b0de,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Maple Springs Of North Logan,https://app.seniorplace.com/communities/show/c1b02b30-cb9c-4b23-a8c6-dfa68f649554,field_682fc481aaf60,"Assisted Living Community, Nursing Home","5, 7",a:2:{i:0;i:5;i:1;i:7;}
?,Maple Wood Assisted Living,https://app.seniorplace.com/communities/show/5497b9cf-4f68-4a6a-964f-350edf6131a3,field_682fc481aaf60,"Assisted Living Community, Memory Care","5, 3",a:2:{i:0;i:5;i:1;i:3;}
?,Marler Manor,https://app.seniorplace.com/communities/show/cceb0675-4c08-44bf-a70c-dcf2fbf1a816,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Marycrest Assisted Living,https://app.seniorplace.com/communities/show/451f363b-7c01-4cdc-be24-bb409af8243d,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Masters Touch Homes,https://app.seniorplace.com/communities/show/7e70e74a-100f-4870-a2fe-10310e93c890,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Maxwell Center Assisted Living Residence,https://app.seniorplace.com/communities/show/ad2942dd-645b-4f4b-bb67-ba6d1e1c0a0e,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Meadow Brook Rehabilitation And Nursing,https://app.seniorplace.com/communities/show/aab641e0-3194-4fc1-bcd7-0e7bf41ff757,field_682fc481aaf60,Nursing Home,7,a:1:{i:0;i:7;}
?,Meadow Hills Makarios Assisted Living,https://app.seniorplace.com/communities/show/48a89899-f679-46d4-a55f-b4402ea2c46d,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Meadow Lake Village Retirement Resort Owyhee Bldg,https://app.seniorplace.com/communities/show/7b6f39db-352c-4f92-a542-bdfda8fa59bc,field_682fc481aaf60,"Assisted Living Community, Memory Care","5, 3",a:2:{i:0;i:5;i:1;i:3;}
?,Meadow Peak Assisted Living,https://app.seniorplace.com/communities/show/1d3123bb-6c72-4c13-a928-06e1373e4e20,field_682fc481aaf60,"Assisted Living Community, Nursing Home, Home Care","5, 7, 488",a:3:{i:0;i:5;i:1;i:7;i:2;i:488;}
?,Meadow View Assisted Living Memory Care,https://app.seniorplace.com/communities/show/17e37158-e140-47ad-bdfc-8ab3fd4ca105,field_682fc481aaf60,"Assisted Living Community, Memory Care","5, 3",a:2:{i:0;i:5;i:1;i:3;}
?,Meadow Vista Assisted Living At Walden,https://app.seniorplace.com/communities/show/b1ecef79-097d-41dc-a7ff-dc7d362b8914,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Meadow Vista Assisted Living,https://app.seniorplace.com/communities/show/72d4bfd6-4885-4780-9e78-424984833f57,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Meadowlark Assisted Living,https://app.seniorplace.com/communities/show/f289ecf5-a647-4b75-9bca-94b5b2a164c9,field_682fc481aaf60,"Assisted Living Community, Memory Care","5, 3",a:2:{i:0;i:5;i:1;i:3;}
?,Meadows Assisted Living Center,https://app.seniorplace.com/communities/show/44a0ce99-9234-477c-87f7-062378d425fb,field_682fc481aaf60,"Assisted Living Community, Memory Care","5, 3",a:2:{i:0;i:5;i:1;i:3;}
?,Meadowview Of Greeley,https://app.seniorplace.com/communities/show/cc09575a-4dc9-4dfa-901e-de144f5016e0,field_682fc481aaf60,"Assisted Living Community, Memory Care","5, 3",a:2:{i:0;i:5;i:1;i:3;}
?,Medallion Post Acute Rehabilitation,https://app.seniorplace.com/communities/show/e41d047e-34d4-4320-b75c-21b54c6489e7,field_682fc481aaf60,"Assisted Living Community, Nursing Home","5, 7",a:2:{i:0;i:5;i:1;i:7;}
?,Melody Living Of Colorado Springs,https://app.seniorplace.com/communities/show/355a2aea-290b-4c89-9bcf-035994065e06,field_682fc481aaf60,"Independent Living, Assisted Living Community, Memory Care","6, 5, 3",a:3:{i:0;i:6;i:1;i:5;i:2;i:3;}
?,Mervyn Sharp Bennion Central Utah Veterans Home,https://app.seniorplace.com/communities/show/d123257d-b6e6-45e7-b37f-71e528b82a23,field_682fc481aaf60,Nursing Home,7,a:1:{i:0;i:7;}
?,Mesa House,https://app.seniorplace.com/communities/show/6518724a-3108-4a18-b146-1a71a1965bce,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Mesa View Retirement Home,https://app.seniorplace.com/communities/show/1bbc45dd-a78d-4e7d-b9cf-deefb0b7e7d3,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Mesa Vista Assisted Living Residence,https://app.seniorplace.com/communities/show/324ac8c2-243f-47db-8780-29be728abaa3,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Midland Manor,https://app.seniorplace.com/communities/show/ba29fbdb-c9f9-4b20-894e-ba0602dcec99,field_682fc481aaf60,"Assisted Living Community, Assisted Living Home","5, 162",a:2:{i:0;i:5;i:1;i:162;}
?,Midtown Manor,https://app.seniorplace.com/communities/show/2c9f6b0b-abe2-459f-b6ec-ff749b4f7431,field_682fc481aaf60,Nursing Home,7,a:1:{i:0;i:7;}
?,Miles Manor,https://app.seniorplace.com/communities/show/0d9eef8e-f026-4786-b05e-49d38f163ea6,field_682fc481aaf60,"Assisted Living Community, Memory Care","5, 3",a:2:{i:0;i:5;i:1;i:3;}
?,Millard County Care And Rehabilitation,https://app.seniorplace.com/communities/show/7247e2fa-c9a6-4432-b8d8-1899895b6887,field_682fc481aaf60,Nursing Home,7,a:1:{i:0;i:7;}
?,Millbrook Homes,https://app.seniorplace.com/communities/show/4bab050e-e2a2-4193-860a-382b327b6db2,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Millbrook Homes,https://app.seniorplace.com/communities/show/35985fa5-3a24-45be-aba2-22952ec17ed5,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Millbrook Homes Assisted Living Cove Court,https://app.seniorplace.com/communities/show/65ef22c8-e405-4108-ab73-b7da5d8fb220,field_682fc481aaf60,"Assisted Living Home, Memory Care","162, 3",a:2:{i:0;i:162;i:1;i:3;}
?,Millcreek Rehabilitation And Nursing,https://app.seniorplace.com/communities/show/ea67dff4-6f16-4184-9ea3-7ad70eb8dcb8,field_682fc481aaf60,Nursing Home,7,a:1:{i:0;i:7;}
?,Millies Assisted Living Community,https://app.seniorplace.com/communities/show/bba3cfa9-b0dd-44ac-b661-a24b147b28e3,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Mission At Alpine Rehabilitation Center,https://app.seniorplace.com/communities/show/e5eebf31-17c5-4c8a-8f19-523eea4b2105,field_682fc481aaf60,Nursing Home,7,a:1:{i:0;i:7;}
?,Mission At Community Assisted Living,https://app.seniorplace.com/communities/show/c5600e65-20c4-4f6e-9c36-18cf704de7ae,field_682fc481aaf60,"Assisted Living Community, Nursing Home","5, 7",a:2:{i:0;i:5;i:1;i:7;}
?,Mission At Crescent Senior Living,https://app.seniorplace.com/communities/show/8ed8d67e-f8c4-4eaf-b7e6-6aee5441d681,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Mission At Maple Springs Al,https://app.seniorplace.com/communities/show/74dbe8c2-a3d7-4b01-a37c-5e524158d34d,field_682fc481aaf60,"Assisted Living Community, Nursing Home","5, 7",a:2:{i:0;i:5;i:1;i:7;}
?,Mission Home Health Of Idaho Falls,https://app.seniorplace.com/communities/show/21f43f7b-4b01-460c-a596-6e5f9d0219c7,field_682fc481aaf60,Home Care,488,a:1:{i:0;i:488;}
?,Mls Assisted Living,https://app.seniorplace.com/communities/show/a9e93351-aca2-4ce2-9b83-98c36974b11b,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Moab Regional Hospital,https://app.seniorplace.com/communities/show/1809f3e2-b0eb-4538-b0ef-3b5b299f2027,field_682fc481aaf60,Home Care,488,a:1:{i:0;i:488;}
?,Modena Cherry Creek,https://app.seniorplace.com/communities/show/ffa1f866-3fa4-4145-a556-36f0e3d5d3af,field_682fc481aaf60,"Independent Living, Assisted Living Community, Memory Care","6, 5, 3",a:3:{i:0;i:6;i:1;i:5;i:2;i:3;}
?,Monarch Manor,https://app.seniorplace.com/communities/show/96ee9b50-d305-4532-aaa0-b75a658e7423,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Monroe Canyon Assisted Living,https://app.seniorplace.com/communities/show/f9b2ff12-45a8-4324-81e2-1588877d4d0d,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Montage Creek,https://app.seniorplace.com/communities/show/19fffe57-dd73-47ee-bdda-fcd8131fbf7a,field_682fc481aaf60,"Independent Living, Assisted Living Community, Memory Care","6, 5, 3",a:3:{i:0;i:6;i:1;i:5;i:2;i:3;}
?,Montage Hills,https://app.seniorplace.com/communities/show/9212f25a-1d3d-438e-8a4f-bcc31ab68ae7,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Montecito Santa Fe Memory Care Community The,https://app.seniorplace.com/communities/show/994f3889-188d-4dfb-b80f-de094ad7b5bd,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Monument Assisted Living Care Center,https://app.seniorplace.com/communities/show/f56c1302-d9ad-4c3d-928d-dfb1fbaa5045,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Monument Healthcare Millcreek,https://app.seniorplace.com/communities/show/b36df8d0-66aa-4ae3-8028-5b19794ccfca,field_682fc481aaf60,Nursing Home,7,a:1:{i:0;i:7;}
?,Monument Healthcare South Salt Lake,https://app.seniorplace.com/communities/show/c7bdbd67-7275-4952-8976-3603293ed77d,field_682fc481aaf60,Nursing Home,7,a:1:{i:0;i:7;}
?,Morada Albuquerque,https://app.seniorplace.com/communities/show/e9a73599-a2e1-44e3-9996-3548bbdde451,field_682fc481aaf60,"Assisted Living Community, Memory Care","5, 3",a:2:{i:0;i:5;i:1;i:3;}
?,Morada Quintessence,https://app.seniorplace.com/communities/show/f8363a39-7a36-4b33-b1c8-3461bce4574c,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Morningstar Assisted Living Memory Care Rio Rancho,https://app.seniorplace.com/communities/show/fae9cedd-57a9-42a6-80f9-689ab7451b2c,field_682fc481aaf60,"Assisted Living Community, Memory Care","5, 3",a:2:{i:0;i:5;i:1;i:3;}
?,Morningstar Assisted Living And Memory Care Of Santa Fe,https://app.seniorplace.com/communities/show/6cbb9e41-48f3-4c01-9b0d-4897f749297a,field_682fc481aaf60,"Assisted Living Community, Memory Care","5, 3",a:2:{i:0;i:5;i:1;i:3;}
?,Morningstar Assisted Living Of Littleton,https://app.seniorplace.com/communities/show/c358b287-a5f5-49ce-8330-d2862e3a3a5a,field_682fc481aaf60,"Assisted Living Community, Memory Care","5, 3",a:2:{i:0;i:5;i:1;i:3;}
?,Morningstar At Applewood,https://app.seniorplace.com/communities/show/e843d161-ddac-4328-80b6-fb8a8bacc6f7,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Morningstar At Bear Creek,https://app.seniorplace.com/communities/show/5d553c25-062b-4cb8-bf01-636e03d825cf,field_682fc481aaf60,"Assisted Living Community, Memory Care","5, 3",a:2:{i:0;i:5;i:1;i:3;}
?,Morningstar At Jordan,https://app.seniorplace.com/communities/show/6404e80a-ef98-48fb-b001-fe2000ce1e03,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Morningstar At Mountain Shadows,https://app.seniorplace.com/communities/show/a721ca01-aa2c-4ee7-b12b-3aae9126d575,field_682fc481aaf60,"Assisted Living Community, Memory Care","5, 3",a:2:{i:0;i:5;i:1;i:3;}
?,Morningstar At Observatory Park,https://app.seniorplace.com/communities/show/0c57d2e3-5125-4f5e-8e6a-239c2e495f31,field_682fc481aaf60,"Assisted Living Community, Memory Care","5, 3",a:2:{i:0;i:5;i:1;i:3;}
?,Morningstar At Old Town,https://app.seniorplace.com/communities/show/ec5e0698-3489-4d4f-9958-215d64f09e64,field_682fc481aaf60,"Independent Living, Assisted Living Community, Memory Care","6, 5, 3",a:3:{i:0;i:6;i:1;i:5;i:2;i:3;}
?,Morningstar At Ridgegate,https://app.seniorplace.com/communities/show/45429f0c-00bb-43de-b9cd-723b7864c09c,field_682fc481aaf60,"Independent Living, Assisted Living Community, Memory Care","6, 5, 3",a:3:{i:0;i:6;i:1;i:5;i:2;i:3;}
?,Morningstar Memory Care At North Ridge,https://app.seniorplace.com/communities/show/0ef9c156-ada7-46e3-b480-94b7c8ae7564,field_682fc481aaf60,"Assisted Living Community, Memory Care","5, 3",a:2:{i:0;i:5;i:1;i:3;}
?,Morningstar Of Albuquerque,https://app.seniorplace.com/communities/show/b1a6bbce-5340-4fee-9566-2a8fa159dfdf,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Morningstar Of Arvada,https://app.seniorplace.com/communities/show/0f3c40f0-c06c-4548-b5f4-46c2b622368f,field_682fc481aaf60,"Independent Living, Assisted Living Community, Memory Care","6, 5, 3",a:3:{i:0;i:6;i:1;i:5;i:2;i:3;}
?,Morningstar Of Boise,https://app.seniorplace.com/communities/show/df9f7bfa-c6f8-4f2d-a7b2-45fe986e80fa,field_682fc481aaf60,"Independent Living, Assisted Living Community, Memory Care","6, 5, 3",a:3:{i:0;i:6;i:1;i:5;i:2;i:3;}
?,Morningstar Of Boulder,https://app.seniorplace.com/communities/show/964b7ea3-6e7a-4ac7-b66a-6d69144fc54b,field_682fc481aaf60,"Assisted Living Community, Memory Care","5, 3",a:2:{i:0;i:5;i:1;i:3;}
?,Morningstar Of Fort Collins,https://app.seniorplace.com/communities/show/f004ff10-3db2-4080-ad0b-38a927aa9ead,field_682fc481aaf60,"Assisted Living Community, Memory Care","5, 3",a:2:{i:0;i:5;i:1;i:3;}
?,Morningstar Of Idaho Falls,https://app.seniorplace.com/communities/show/a30ea3df-daf3-489f-b56d-3402ff1a128c,field_682fc481aaf60,"Assisted Living Community, Memory Care","5, 3",a:2:{i:0;i:5;i:1;i:3;}
?,Morningstar Of Parker,https://app.seniorplace.com/communities/show/fd1d4d01-7e96-4579-bf68-088c8641d877,field_682fc481aaf60,"Independent Living, Assisted Living Community","6, 5",a:2:{i:0;i:6;i:1;i:5;}
?,Morningstar Of Wheat Ridge,https://app.seniorplace.com/communities/show/80338394-d5a2-47de-adf9-2aed9988ca1a,field_682fc481aaf60,"Assisted Living Community, Memory Care","5, 3",a:2:{i:0;i:5;i:1;i:3;}
?,Morningstar Senior Living At Holly Park,https://app.seniorplace.com/communities/show/5a9bd040-adb4-4ab6-8969-783ce8f41d1b,field_682fc481aaf60,"Independent Living, Assisted Living Community, Memory Care","6, 5, 3",a:3:{i:0;i:6;i:1;i:5;i:2;i:3;}
?,Morninstar Senior Living Of Boise,https://app.seniorplace.com/communities/show/92447599-14d5-4c69-9bbb-da6df157c551,field_682fc481aaf60,Independent Living,6,a:1:{i:0;i:6;}
?,Morrison Manor,https://app.seniorplace.com/communities/show/133a3517-8790-4e3e-b3f5-9b962cb4ae14,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Moscow Of Olympus,https://app.seniorplace.com/communities/show/4906ea85-5852-4454-b758-d9051f058373,field_682fc481aaf60,"Assisted Living Community, Memory Care, Nursing Home","5, 3, 7",a:3:{i:0;i:5;i:1;i:3;i:2;i:7;}
?,Mountain Springs Assisted Living Center,https://app.seniorplace.com/communities/show/a32e6aa8-7e8c-4619-88fa-480431ece212,field_682fc481aaf60,"Assisted Living Community, Memory Care","5, 3",a:2:{i:0;i:5;i:1;i:3;}
?,Mountain View Health Services,https://app.seniorplace.com/communities/show/1dc672b7-d81b-4010-b2a7-ea145bf5ecf8,field_682fc481aaf60,Nursing Home,7,a:1:{i:0;i:7;}
?,Mountain View Independent Living,https://app.seniorplace.com/communities/show/edcb8912-a010-4140-a1aa-d3fbcc966863,field_682fc481aaf60,Independent Living,6,a:1:{i:0;i:6;}
?,Mountain View Manor,https://app.seniorplace.com/communities/show/be299dcc-9c4f-4259-884f-4ebeccec6f1b,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Mountain Vista Assisted Living Memory Care,https://app.seniorplace.com/communities/show/5b86afcc-2161-4331-b831-a4e578048410,field_682fc481aaf60,"Independent Living, Assisted Living Community, Memory Care, Nursing Home","6, 5, 3, 7",a:4:{i:0;i:6;i:1;i:5;i:2;i:3;i:3;i:7;}
?,Mountain Vista Health Center,https://app.seniorplace.com/communities/show/7f3fd8f4-259b-46ec-a693-108389735cc7,field_682fc481aaf60,"Assisted Living Community, Nursing Home","5, 7",a:2:{i:0;i:5;i:1;i:7;}
?,Mt Ogden Health And Rehabilitation Center,https://app.seniorplace.com/communities/show/eefe140e-82ee-4d91-b397-38030a2ba1b1,field_682fc481aaf60,Nursing Home,7,a:1:{i:0;i:7;}
?,Mt Olympus Rehabilitation Center,https://app.seniorplace.com/communities/show/52f8edaa-aea1-4b51-9b28-78c92f4d030e,field_682fc481aaf60,Nursing Home,7,a:1:{i:0;i:7;}
?,Multicare Home Health Services,https://app.seniorplace.com/communities/show/1944e0fc-1b87-4271-b1c4-aad0909baebd,field_682fc481aaf60,Home Care,488,a:1:{i:0;i:488;}
?,Muros De Salvacion,https://app.seniorplace.com/communities/show/a6b14d3d-2239-4467-b793-5c500c068631,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,My Home Care Assisted Living,https://app.seniorplace.com/communities/show/9d1f27c7-a96b-4076-b7dd-b3ff456eda49,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Myron Stratton Home The,https://app.seniorplace.com/communities/show/ce2e7305-b9ea-4e46-884c-695ab9d616ee,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Neurorestorative,https://app.seniorplace.com/communities/show/664db94e-5fed-4f46-bea8-e36448c556ad,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Neurorestorative,https://app.seniorplace.com/communities/show/434e4dda-86e2-4ee1-ab79-ca7558f0e301,field_682fc481aaf60,Nursing Home,7,a:1:{i:0;i:7;}
?,New Beginnings,https://app.seniorplace.com/communities/show/c46e8dc2-a900-4e85-9100-932c17e17672,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,New Day Cottages At Pine Creek,https://app.seniorplace.com/communities/show/d09f4900-6d72-4ab1-9691-eb822bec62fe,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,New Day Cottages At Turner,https://app.seniorplace.com/communities/show/78d5f9a6-1837-406c-80ee-f70c9d4191a6,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Night N Gail Assisted Living,https://app.seniorplace.com/communities/show/849cf28f-878e-486d-a630-72b472c9de01,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Nightingale Lane,https://app.seniorplace.com/communities/show/030c5863-8789-4c46-9939-59666d4a468b,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Noras Personal Care Assisted Living,https://app.seniorplace.com/communities/show/f1db2b1c-ce41-4f54-bdec-ec890a9cae8e,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,North Idaho Home Health,https://app.seniorplace.com/communities/show/0c192692-3512-4dba-b249-9705321e69f6,field_682fc481aaf60,Home Care,488,a:1:{i:0;i:488;}
?,North Pointe Gardens,https://app.seniorplace.com/communities/show/da73eee3-29b8-4cbf-8c11-a5c08048672f,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,North Star Retirement Community,https://app.seniorplace.com/communities/show/7aa1918a-16f7-4da8-bdc9-bef05286ec85,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Northgate Unit Of Lakeview Christian Home,https://app.seniorplace.com/communities/show/980b2632-11f6-4adc-9a84-9cfce80e8650,field_682fc481aaf60,"Assisted Living Community, Nursing Home","5, 7",a:2:{i:0;i:5;i:1;i:7;}
?,Northglenn Heights Assisted Living Community,https://app.seniorplace.com/communities/show/82115bf8-1796-46a8-a1f4-743fbfe09bca,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Northglenn Heights Assisted Living Community,https://app.seniorplace.com/communities/show/53b436e6-b99a-4393-9cd7-f51ee2fc7d9f,field_682fc481aaf60,"Assisted Living Community, Memory Care","5, 3",a:2:{i:0;i:5;i:1;i:3;}
?,Nourish Assisted Living,https://app.seniorplace.com/communities/show/494ff161-1472-4970-ad71-0387a7cd4602,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Novellus Cherry Creek,https://app.seniorplace.com/communities/show/74648d10-b048-4c77-88d5-9d371f12aef9,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Oak Ridge Assisted Living,https://app.seniorplace.com/communities/show/8e530122-a653-4ee9-9f2f-7560d4b4f1a1,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Oak Ridge Assisted Living Of Bountiful,https://app.seniorplace.com/communities/show/8b8ac833-c0ef-4925-bcbd-b70c42a232ce,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Oakshire Assisted Living,https://app.seniorplace.com/communities/show/42ae925e-f35b-4434-a1d5-24fd71dad93e,field_682fc481aaf60,"Assisted Living Community, Memory Care","5, 3",a:2:{i:0;i:5;i:1;i:3;}
?,Oakshire Commons Read Notes,https://app.seniorplace.com/communities/show/e07e2f22-c13b-4cc9-a6a9-08135fed43c8,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Oasis House,https://app.seniorplace.com/communities/show/c639ccca-fbbe-4d4a-b0e3-bcefd231be7a,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
?,Olympus Ranch Gracious Living,https://app.seniorplace.com/communities/show/506ceeb2-139b-4103-aa5f-e2cd870ba470,field_682fc481aaf60,Independent Living,6,a:1:{i:0;i:6;}
?,Onesource Hospice,https://app.seniorplace.com/communities/show/842a45d4-e911-43d6-a8f2-f817ab179afe,field_682fc481aaf60,Home Care,488,a:1:{i:0;i:488;}
?,Open Arms Assisted Living Suite A,https://app.seniorplace.com/communities/show/9798ce9b-f4f0-4216-9d09-2ad3229e9122,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Open Arms Assisted Living Suite B,https://app.seniorplace.com/communities/show/cf9d51bd-7ab1-4cc7-a9a2-3f1726858858,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Our House Of Tremonton,https://app.seniorplace.com/communities/show/185dde8a-89b5-4ffa-b3e4-b18504741201,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Ovation At Sienna Hills,https://app.seniorplace.com/communities/show/fd8b75cb-c6d3-4dee-bea1-65724b16242e,field_682fc481aaf60,"Assisted Living Community, Independent Living, Memory Care, Nursing Home","5, 6, 3, 7",a:4:{i:0;i:5;i:1;i:6;i:2;i:3;i:3;i:7;}
?,Ovation Hospice North,https://app.seniorplace.com/communities/show/a12995dd-506e-463c-b2a0-c769ac51f2ed,field_682fc481aaf60,Home Care,488,a:1:{i:0;i:488;}
?,Overland Court Generations Memory Care,https://app.seniorplace.com/communities/show/3f9b7eb0-9bf2-46c0-99b1-aa6f8bad9b97,field_682fc481aaf60,"Assisted Living Community, Memory Care","5, 3",a:2:{i:0;i:5;i:1;i:3;}
?,Overland Court Senior Living Frontier Senior Living,https://app.seniorplace.com/communities/show/40e9e124-e993-4f1a-98a0-4a5d96888244,field_682fc481aaf60,"Assisted Living Community, Memory Care","5, 3",a:2:{i:0;i:5;i:1;i:3;}
?,Pacifica Senior Living Coeur Dalene,https://app.seniorplace.com/communities/show/66e914e2-2858-4f74-9eba-c07b4002355b,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Pacifica Senior Living Pinehurst,https://app.seniorplace.com/communities/show/411de977-a5ce-4ff3-92a8-d20b5a9825c1,field_682fc481aaf60,"Assisted Living Community, Memory Care","5, 3",a:2:{i:0;i:5;i:1;i:3;}
?,Pals Acf,https://app.seniorplace.com/communities/show/d0a10d0c-5882-4815-ba14-5fe3d65644a3,field_682fc481aaf60,Assisted Living Community,5,a:1:{i:0;i:5;}
?,Palisades At Broadmoor Park,https://app.seniorplace.com/communities/show/2fc4ffca-0938-42e5-bd40-df9fb0c7a9fd,field_682fc481aaf60,"Independent Living, Assisted Living Community, Memory Care","6, 5, 3",a:3:{i:0;i:6;i:1;i:5;i:2;i:3;}
?,Palmilla Senior Living Spectrum Retirement,https://app.seniorplace.com/communities/show/8dea7f87-f778-4646-b315-ef11ef7a3dcc,field_682fc481aaf60,"Independent Living, Assisted Living Community, Memory Care","6, 5, 3",a:3:{i:0;i:6;i:1;i:5;i:2;i:3;}
?,Paloma Landing Hawthorn Community,https://app.seniorplace.com/communities/show/9c0cf112-d80a-479e-9c0e-56751652ed58,field_682fc481aaf60,Independent Living,6,a:1:{i:0;i:6;}
?,Palouse Hills Assisted Living,https://app.seniorplace.com/communities/show/3fdc76a3-f786-46e9-a0b2-e1f3d7af3e3b,field_682fc481aaf60,"Assisted Living Community, Memory Care","5, 3",a:2:{i:0;i:5;i:1;i:3;}
?,Paramount Health And Rehabilitation,https://app.seniorplace.com/communities/show/3e664112-8652-4ee2-be1c-5a2efb46fdde,field_682fc481aaf60,Nursing Home,7,a:1:{i:0;i:7;}
?,Paramount Parks Health Care At Eagle,https://app.seniorplace.com/communities/show/ad737282-5d00-4498-b2ad-341aa72572f6,field_682fc481aaf60,"Assisted Living Community, Memory Care","5, 3",a:2:{i:0;i:5;i:1;i:3;}
?,Park Avenue Assisted Living,https://app.seniorplace.com/communities/show/d96bc5f9-5d55-40c1-9c67-8a6eec4bb74c,field_682fc481aaf60,Assisted Living Home,162,a:1:{i:0;i:162;}
