ID,Title,before_types,after_types,status
12842,Cottages Senior Living I Llc Dba The Cottages Of Weiser,,,UNCHANGED
12844,Cottonwood Creek,,,UNCHANGED
12846,Cottonwood Ridge,,,UNCHANGED
12848,Cottonwood Shelter Home,,,UNCHANGED
12849,Country Care,,,UNCHANGED
12851,Country Care Ii,,,UNCHANGED
12853,Country Cottage Assisted Living,,,UNCHANGED
12855,Country Home,,,UNCHANGED
12857,Country Home Assisted Living,,,UNCHANGED
12859,Country Lane Ogden,,,UNCHANGED
12860,Country Living Retirement Of Mountain Home,,,UNCHANGED
12861,Country Oaks Assisted Living Of Layton,,,UNCHANGED
12863,Country Pines Retirement Community,,,UNCHANGED
12865,Country Time Assisted Living,,,UNCHANGED
12867,Country View Assisted Living,,,UNCHANGED
12869,Courtyard At Jamestown,,,UNCHANGED
12871,Courtyard At Jamestown Assisted Living,,,UNCHANGED
12873,Cove Of Cascadia The,,,UNCHANGED
12874,Cove Point Retirement,,,UNCHANGED
12876,Covenant Living Of Colorado,,,UNCHANGED
12878,Covenant Village Assisted Living,,,UNCHANGED
12879,Covington Senior Living Of Farmington,,,UNCHANGED
12880,Covington Senior Living Of Lehi,,,UNCHANGED
12882,Cranes Roost Care Home,,,UNCHANGED
12884,Creekside Care Center,,,UNCHANGED
12886,Creekside Inn Assisted Living Alzheimers Community,,,UNCHANGED
12888,Creekside Senior Living,,,UNCHANGED
12890,Creekside Transitional Care And Rehabilitation,,,UNCHANGED
12891,Creekside Village Health And Rehabilitation Center,,,UNCHANGED
12893,Crescent Senior Living,,,UNCHANGED
12895,Crest Home Health And Hospice,,,UNCHANGED
12896,Crestone Place Assisted Living,,,UNCHANGED
12898,Crestwood Rehabilitation And Nursing,,,UNCHANGED
12900,Crestwood Serenity Assisted Living,,,UNCHANGED
12902,Crossroads At Delta Alf,,,UNCHANGED
12904,Crossroads At Delta Memory,,,UNCHANGED
12906,Crossroads At Lakewood,,,UNCHANGED
12908,Crossroads At Lakewood Memory Care,,,UNCHANGED
12911,Curtis House,,,UNCHANGED
12913,Dayspring Villa,,,UNCHANGED
12915,Decatur West Personal Care Facility,,,UNCHANGED
12917,Desano Place Suites,,,UNCHANGED
12919,Desano Place Village Memory Care,,,UNCHANGED
12921,Desert Peaks Assisted Living And Memory Care,,,UNCHANGED
12925,Devonshire Acres,,,UNCHANGED
12926,Diamond Janes Assisted Living,,,UNCHANGED
12928,Diamond Peak Of Chubbuck,,,UNCHANGED
12930,Diamond Peak Of Pocatello,,,UNCHANGED
12932,Dignity Hospice Of Utah,,,UNCHANGED
12934,Discovery Rehabilitation And Living,,,UNCHANGED
12935,Divine Care Homes,,,UNCHANGED
12937,Divine Care Homes,,,UNCHANGED
12939,Dorothys Soft Touch,,,UNCHANGED
12941,Dorothys Soft Touch Iv,,,UNCHANGED
12943,Dorothys Soft Touch Ii,,,UNCHANGED
12945,Draper Rehabilitation And Care Center,,,UNCHANGED
12947,Duncanhart House,,,UNCHANGED
12949,Eagle Crest Assisted Living Community,,,UNCHANGED
12950,Eagles Nest Assisted Living,,,UNCHANGED
12952,East Orchard Manor Cares,,,UNCHANGED
12954,Eben Ezer Lutheran Care Center,,,UNCHANGED
12956,Eben Ezer Lutheran Care Center Ft Morgan 2,,,UNCHANGED
12958,Eben Ezer Lutheran Care Center Holly Dr,,,UNCHANGED
12960,Eben Ezer Lutheran Care Center Jay Drive 1,,,UNCHANGED
12962,Eben Ezer Lutheran Care Center Jay Drive 2,,,UNCHANGED
12964,Eben Ezer Lutheran Care Center Yuma,,,UNCHANGED
12966,Eben Ezer Lutheran Care Centerii,,,UNCHANGED
12967,Ebenezer Home 1,,,UNCHANGED
12969,Eddies House,,,UNCHANGED
12971,Eden Home Health,,,UNCHANGED
12973,Eden Home Health Idahofalls,,,UNCHANGED
12975,Edgewood Aspen Wind,,,UNCHANGED
12977,Edgewood Castle Hills,,,UNCHANGED
12979,Edgewood Fruitland Senior Living,,,UNCHANGED
12981,Edgewood Plantation Place,,,UNCHANGED
12983,Edgewood Sierra Hills,,,UNCHANGED
12985,Edgewood Spring Creek American Falls,,,UNCHANGED
12987,Edgewood Spring Creek Boise,,,UNCHANGED
12989,Edgewood Spring Creek Eagle Island,,,UNCHANGED
12991,Edgewood Spring Creek Eagle,,,UNCHANGED
12993,Edgewood Spring Creek Meridian,,,UNCHANGED
12995,Edgewood Spring Creek Overland,,,UNCHANGED
12997,Edgewood Spring Creek Ustick,,,UNCHANGED
12999,El Castillo Life Plan Community,,,UNCHANGED
13001,El Castillo Memory Center,,,UNCHANGED
13003,El Castillo Retirement Residences,,,UNCHANGED
13004,Elevate Home Health,,,UNCHANGED
13006,Elite Home Health,,,UNCHANGED
13008,Elite Senior Care Llc Whitney House,,,UNCHANGED
13010,Elk Ridge Assisted Living,,,UNCHANGED
13012,Enchanted Living Of New Mexicogrande,,,UNCHANGED
13014,Enchanted Living Of New Mexicowhitecloud,,,UNCHANGED
13016,Enhabit Home Health Hospice,,,UNCHANGED
13018,Enhabit Home Health Of Eastern Idaho,,,UNCHANGED
13020,Enhabit Hospice,,,UNCHANGED
13022,Enhabit Hospice Of Idaho,,,UNCHANGED
13024,Enriched Assisted Living At Princeton Way,,,UNCHANGED
13026,Enriched Assisted Living At Rolling Ridge,,,UNCHANGED
13028,Envision Hospice,,,UNCHANGED
13030,Eqc Accent Assisted Living Incorporated,,,UNCHANGED
13032,Eqc Silver Rose Incorporated,,,UNCHANGED
13034,Escalante At Coventry,,,UNCHANGED
13036,Escalante At Coventry Iii,,,UNCHANGED
13038,Escalante At Draper,,,UNCHANGED
13040,Evenings Porch Assisted Living,,,UNCHANGED
13041,Everest Assisted Living Home,,,UNCHANGED
13043,Evergreen Gardens At La Junta,,,UNCHANGED
13045,Evergreen Place Assisted Living,,,UNCHANGED
13047,Evershine Care Assisted Living,,,UNCHANGED
13049,Exemplar Healthcare,,,UNCHANGED
13051,Extended Family Assisted Living,,,UNCHANGED
13055,Fairfield Village,,,UNCHANGED
13057,Fairfield Village Of Layton,,,UNCHANGED
13059,Fairwinds Sandcreek,,,UNCHANGED
13060,Faith Assisted Living,,,UNCHANGED
13061,Family Care Assisted Living,,,UNCHANGED
13063,Family Health West Memory Care,,,UNCHANGED
13065,Family Life,,,UNCHANGED
13067,Family Tree Of Morgan,,,UNCHANGED
13069,Family Tree Of West Point,,,UNCHANGED
13071,Farmington Alf Llc Dba Three Rivers Estates,,,UNCHANGED
13073,Fellowship Square Tucson,,,UNCHANGED
13075,First Choice Home Health Hospice,,,UNCHANGED
13077,First Choice Hospice,,,UNCHANGED
13078,Five Star Residences Of Dayton Place,,,UNCHANGED
13080,Flatirons Terrace,,,UNCHANGED
13082,Florence Care Home,,,UNCHANGED
13084,Flourish Supportive Living At 63Rd,,,UNCHANGED
13086,Flourish Supportive Living At Floyd,,,UNCHANGED
13088,Flourish Supportive Living At Owens,,,UNCHANGED
13090,Flourish Supportive Living At Peakview,,,UNCHANGED
13092,Flourish Supportive Living At Reed,,,UNCHANGED
13094,Flourish Supportive Living At Texas,,,UNCHANGED
13096,Forever Edelweiss Home,,,UNCHANGED
13098,Forgetmenot Memory Care Assisted Living,,,UNCHANGED
13099,Four Corners Regional Care Center,,,UNCHANGED
13100,Fox Den Homes Bannock House,,,UNCHANGED
13102,Fox Den Homes North End House,,,UNCHANGED
13104,Foxtail Assisted Living,,,UNCHANGED
13106,Franklin County Medical Center Home Care,,,UNCHANGED
13110,Freedom Home Assisted Living,,,UNCHANGED
13112,Fremont Home Care Cedar,,,UNCHANGED
13114,Fremont Home Care,,,UNCHANGED
13116,Friendship Gardens Of Albuquerque,,,UNCHANGED
13118,Friendship House At The Home,,,UNCHANGED
13120,Frontier Valley Independent And Assisted Living,,,UNCHANGED
13122,Frontier Valley Independent And Living,,,UNCHANGED
13123,Gables Assisted Living And Memory Care Of Caldwell,,,UNCHANGED
13124,Gables Of Ammon Management,,,UNCHANGED
13126,Gables Of Blackfoot Assisted Living Ii,,,UNCHANGED
13128,Gables Of Brigham City,,,UNCHANGED
13130,Gables Of Idaho Falls Assisted Living Memory Care,,,UNCHANGED
13132,Gables Of North Logan Assisted Living,,,UNCHANGED
13134,Gables Of Pocatello Assisted Living,,,UNCHANGED
13136,Gables Of Pocatello Assisted Living Ii,,,UNCHANGED
13138,Gables Of Shelley Assisted Living,,,UNCHANGED
13140,Gaias Remedy Assisted Living,,,UNCHANGED
13142,Galaxia Park Arca,,,UNCHANGED
13144,Gallery At Broomfield The,,,UNCHANGED
13146,Garden Plaza Of Aurora,,,UNCHANGED
13150,Garden Ranch Assisted Living,,,UNCHANGED
13152,Garden Square At Westlake,,,UNCHANGED
13154,Gardens Assisted Living,,,UNCHANGED
13156,Gardens At St Elizabeth,,,UNCHANGED
13157,Gardens Care Homes Applewood Village The,,,UNCHANGED
13159,Gardens Care Homes Bel Aire The,,,UNCHANGED
13161,Gardens Care Homes Belmar Acres The,,,UNCHANGED
13163,Gardens Care Homes Camenisch Park The,,,UNCHANGED
13165,Gardens Care Homes Cherry Knolls The,,,UNCHANGED
13167,Gardens Care Homes Coyote Creek Assisted Living,,,UNCHANGED
13169,Gardens Care Homes Coyote Creek Memory Care The,,,UNCHANGED
13171,Gardens Care Homes Jewell Estates The,,,UNCHANGED
13173,Gardens Care Homes Meadow Hills Memory Care,,,UNCHANGED
13175,Gardens Care Homes Meadow Hills The,,,UNCHANGED
13177,Gardens Care Homes Quaker Acres The,,,UNCHANGED
13179,Gardens Care Homes Thomas Park Al The,,,UNCHANGED
13181,Gardens Care Homes Columbine Acres The,,,UNCHANGED
13183,Gardens Care Homes Llc The Indian Tree,,,UNCHANGED
13185,Gardens Care Homes Majestic View The,,,UNCHANGED
13187,Gardens Care Homes Pinehurst The,,,UNCHANGED
13189,Gardens Care Homes Red Hawk The,,,UNCHANGED
13191,Gardens Care Homesmemorial Park Assisted Living 1,,,UNCHANGED
13193,Gardens Care Homesmemorial Park Memory Care The,,,UNCHANGED
13195,Gardens Care Homesthomas Park Memory Care The,,,UNCHANGED
13197,Gardens Care Homestead,,,UNCHANGED
13199,Gardens Care Senior Living Saddlerock,,,UNCHANGED
13200,Gardens On Quail,,,UNCHANGED
13202,Generations Memory Care At Rathdrum,,,UNCHANGED
13204,Genneys Senior Care,,,UNCHANGED
13206,Gentle Care House,,,UNCHANGED
13208,George E Wahlen Ogden Veterans Home,,,UNCHANGED
13210,Golden Ages Assisted Living At Clairton,,,UNCHANGED
13212,Golden Ages Assisted Living At Forrest,,,UNCHANGED
13214,Golden Ages Assisted Living At Grouseberry,,,UNCHANGED
13216,Golden Angel Residential Assisted Living,,,UNCHANGED
13218,Golden Gate Manor,,,UNCHANGED
13220,Golden Gate Manor,,,UNCHANGED
13222,Golden Gate Manor Ii,,,UNCHANGED
13224,Golden Horizon,,,UNCHANGED
13226,Golden Lodge Assisted Living,,,UNCHANGED
13228,Golden Orchard I,,,UNCHANGED
13230,Golden Orchard Ii,,,UNCHANGED
13232,Golden Pond,,,UNCHANGED
13234,Golden Rockies Assisted Living,,,UNCHANGED
13236,Golden Skyline Assisted Living,,,UNCHANGED
13238,Golden View,,,UNCHANGED
13240,Good Life Assisted Living,,,UNCHANGED
13242,Good Life Assisted Living And Memory Care,,,UNCHANGED
13244,Good Life Memory Care,,,UNCHANGED
13246,Good Life Senior Living,,,UNCHANGED
13248,Good Life Senior Living And Memory Care,,,UNCHANGED
13250,Good Life Senior Living And Memory Care,,,UNCHANGED
13252,Good Life Senior Living And Memory Care,,,UNCHANGED
13254,Good Life Senior Living And Memory Care,,,UNCHANGED
13255,Good Life Senior Living And Memory Care,,,UNCHANGED
13257,Good Life Senior Living Mount Pleasant,,,UNCHANGED
13259,Good Life Senior Living Price,,,UNCHANGED
13261,Good Samaritan Society Las Cruces Village,,,UNCHANGED
13262,Good Samaritan Society Fort Collins Village,,,UNCHANGED
13263,Good Samaritan Society Loveland Village,,,UNCHANGED
13264,Good Samaritan Society Estes Park Village,,,UNCHANGED
13266,Good Samaritan Society Home Care,,,UNCHANGED
13267,Good Samaritan Society Water Valley Sr Lvg Resort,,,UNCHANGED
13269,Good Shepherd Home Care And Hospice Of Eastern Uta,,,UNCHANGED
13271,Goodlife Senior Living And Memory Care,,,UNCHANGED
13273,Goshen Assisted Living,,,UNCHANGED
13275,Grace Adult Care Home,,,UNCHANGED
13277,Grace Assisted Living,,,UNCHANGED
13279,Grace Assisted Living Allumbaugh Way,,,UNCHANGED
13280,Grace Assisted Living At Caldwell,,,UNCHANGED
13281,Grace Assisted Living At State Street,,,UNCHANGED
13282,Grace Assisted Living,,,UNCHANGED
13284,Grace Assisted Living Of Fairview Lakes,,,UNCHANGED
13286,Grace At Chubbuck,,,UNCHANGED
13288,Grace At Fruitland,,,UNCHANGED
13290,Grace At Twin Falls,,,UNCHANGED
13291,Grace Memory Care At State Street,,,UNCHANGED
13293,Grace Mountain Care Home,,,UNCHANGED
13295,Grace Pointe Continuing Care Senior Campus Al,,,UNCHANGED
13296,Graceful Hearts Assisted Living,,,UNCHANGED
13298,Grand Villa,,,UNCHANGED
13300,Granville Assisted Living Center The,,,UNCHANGED
13302,Gray Cara,,,UNCHANGED
13304,Greeley Place Sky Active Living,,,UNCHANGED
13306,Greeley Village,,,UNCHANGED
13308,Green Meadows Assisted Living,,,UNCHANGED
13310,Greenridge Place,,,UNCHANGED
13312,Greenwood Manor,,,UNCHANGED
13314,Greenwood Manor,,,UNCHANGED
13315,Gunnison Valley Health Assisted Living,,,UNCHANGED
13317,Gunnison Valley Hospice,,,UNCHANGED
13319,Haciendas At Grace Village Unit B,,,UNCHANGED
13321,Hannett House,,,UNCHANGED
13323,Harbor Assisted Living,,,UNCHANGED
13325,Harmony Care Assisted Living,,,UNCHANGED
13327,Harmony Hospice,,,UNCHANGED
13329,Harmony House Assisted Living I,,,UNCHANGED
13331,Harmony House Assisted Living Ii,,,UNCHANGED
13333,Harmony Place Assisted Living,,,UNCHANGED
13334,Harrison Pointe Healthcare And Rehabilitation,,,UNCHANGED
13336,Harvard Square By Cogir,,,UNCHANGED
13338,Harvard Square Retirement Community,,,UNCHANGED
13340,Harvey Park Assisted Living,,,UNCHANGED
13342,Haven At Sky Mountain,,,UNCHANGED
13344,Haven Care Aspen House,,,UNCHANGED
13346,Haven Care Birch House,,,UNCHANGED
13348,Haven Care Cottonwood House,,,UNCHANGED
13350,Haven Care Dogwood House,,,UNCHANGED
13352,Haven Care Evergreen House,,,UNCHANGED
13354,Haven Care Fir House,,,UNCHANGED
13356,Haven Creek Assisted Living,,,UNCHANGED
13358,Haven Homes,,,UNCHANGED
13359,Haven The,,,UNCHANGED
13361,Hawkeye Care Home,,,UNCHANGED
13363,Hayden Place Assisted Living,,,UNCHANGED
13364,Healing Hands Health Wellness Assisted Living,,,UNCHANGED
13366,Health Watch Hospice Of Utah,,,UNCHANGED
13368,Healthcare Resort Of Colorado Springs The,,,UNCHANGED
13370,Healthcare Resort Of Colorado Springs The,,,UNCHANGED
13372,Heartfelt Manor,,,UNCHANGED
13374,Hearthstone Manor Assisted Living,,,UNCHANGED
13376,Hearthstone Village,,,UNCHANGED
13377,Heatherwood Senior Living,,,UNCHANGED
13379,Heber Valley Assisted Living,,,UNCHANGED
13381,Heidis Chateau,,,UNCHANGED
13383,Heirloom House,,,UNCHANGED
13385,Heirloom Inn,,,UNCHANGED
13387,Helping Hands Homecare Ltd Liability Co,,,UNCHANGED
13389,Heritage Assisted Living Of Twin Falls,,,UNCHANGED
13391,Heritage Gardens Of Springville Utah,,,UNCHANGED
13393,Heritage Haus,,,UNCHANGED
13395,Heritage Hills Rehabilitation And Care Center,,,UNCHANGED
13397,Heritage Home,,,UNCHANGED
13399,Heritage Home,,,UNCHANGED
13400,Heritage Homr Health,,,UNCHANGED
13402,Heritage Living A Service Of Lincoln Health,,,UNCHANGED
13404,Heritage Of Soda Springs,,,UNCHANGED
13406,Heritage Park Assisted Living,,,UNCHANGED
13408,Heritage Park Healthcare And Rehabilitation,,,UNCHANGED
13410,Heritage Senior Living,,,UNCHANGED
13412,Hettinger Living Center,,,UNCHANGED
13414,Hidden Valley Assisted Living,,,UNCHANGED
13416,High Desert Assisted Livinghouse 1,,,UNCHANGED
13417,High Desert Assisted Livinghouse 2,,,UNCHANGED
13418,High Plains Crossings Memory Care,,,UNCHANGED
13422,Highland Care Center,,,UNCHANGED
13424,Highland Cove Retirement Community,,,UNCHANGED
13426,Highland Estates,,,UNCHANGED
13428,Highland Glen,,,UNCHANGED
13430,Highland Trail Sky Active Living,,,UNCHANGED
13432,Highline Place Memory Care,,,UNCHANGED
13434,Highpointe Assisted Living Memory Care,,,UNCHANGED
13436,Highpointe Assisted Living Memory Carespectrum Retirement,,,UNCHANGED
13438,Hildebrand Care Center,,,UNCHANGED
13439,Hill House Memory Care,,,UNCHANGED
13441,Hillcrest Care Center,,,UNCHANGED
13442,Hillcrest Manor,,,UNCHANGED
13444,Hillcrest Of Loveland Mbk Community,,,UNCHANGED
13446,Hilldale House Active Solutions Inc,,,UNCHANGED
13448,Hilltop Life Adjustment Program,,,UNCHANGED
13449,Hilltop Reserve,,,UNCHANGED
13451,Holiday Bear Canyon Estates,,,UNCHANGED
13453,Holiday By Atria Senior Living Desert Rose,,,UNCHANGED
13455,Holiday Harrison Regent,,,UNCHANGED
13457,Holiday Longmont Regent Now Solista Longmont,,,UNCHANGED
13459,Holiday Sugar Valley Estates,,,UNCHANGED
13461,Holiday Sunridge,,,UNCHANGED
13463,Holladay Healthcare Center,,,UNCHANGED
13465,Holladay Home For The Elderly,,,UNCHANGED
13467,Holladay Home For The Elderly,,,UNCHANGED
13468,Holly Creek Retirement Community,,,UNCHANGED
13470,Home Heart Assisted Living,,,UNCHANGED
13472,Home Assisted Living,,,UNCHANGED
13474,Home Care At Kettles Assisted Living,,,UNCHANGED
13476,Home Care At Momas Assisted Living,,,UNCHANGED
13478,Home Care At Popas Assisted Living,,,UNCHANGED
13480,Home Health And Hospices L M V R M C,,,UNCHANGED
13482,Homestead Assisted Living Center Inc Of Rexburg The,,,UNCHANGED
13484,Homestead Assisted Living Centers Inc St Anthony,,,UNCHANGED
13485,Homestead At Montrose The,,,UNCHANGED
13487,Homestead Senior Living The,,,UNCHANGED
13489,Honeysuckle Place Assisted Living Community,,,UNCHANGED
13491,Horizon Home Health,,,UNCHANGED
13493,Horizon Hospice Specialists,,,UNCHANGED
13495,Horizon Hospice West,,,UNCHANGED
13497,Hospice Visions,,,UNCHANGED
13499,Httpsjuliatemplecom,,,UNCHANGED
13500,Huckleberry Retirement Homes Llc Ii,,,UNCHANGED
13502,Hurricane Health And Rehabilitation,,,UNCHANGED
13504,Hyland Hills Senior Living,,,UNCHANGED
13506,Icare Hospice,,,UNCHANGED
13508,Idaho Home Health Hospice,,,UNCHANGED
13510,If Hospice Opco,,,UNCHANGED
13512,In Tune Home Health,,,UNCHANGED
13513,Independence Home Care,,,UNCHANGED
13515,Indianhead Estates Residential Care,,,UNCHANGED
13517,Inglenook At Brighton,,,UNCHANGED
13519,Inn At Greenwood Village,,,UNCHANGED
13521,Inn Between,,,UNCHANGED
13523,Inspiration Hospice,,,UNCHANGED
13525,Integrity Hospice,,,UNCHANGED
13527,Intermountain Home Care Of Cassia,,,UNCHANGED
13529,Intermountain Homecare Hospice Salt Lake,,,UNCHANGED
13531,Ivy Brook Senior Living,,,UNCHANGED
13533,Ivy Cottage,,,UNCHANGED
13535,Ivy Cottage Assisted Living Facility,,,UNCHANGED
13537,Ivybrook Assisted Living,,,UNCHANGED
13538,Jackson Creek Senior Living,,,UNCHANGED
13540,Jacob J And Anne B Walter Memorial Living Center,,,UNCHANGED
13542,Jasmine Assisted Living,,,UNCHANGED
13544,Jaxpointe At 63Rd Place Assisted Living,,,UNCHANGED
13546,Jaxpointe At Allison Ct Assisted Living,,,UNCHANGED
13548,Jaxpointe At Flower Court Assisted Living,,,UNCHANGED
13550,Jaxpointe At Holland St Assisted Living,,,UNCHANGED
13552,Jaxpointe At Saulsbury Ct Assisted Living,,,UNCHANGED
13554,Jerusalem Assisted Living Facility,,,UNCHANGED
13556,Jewell Place Rtf,,,UNCHANGED
13558,Jewels Legacy Garden,,,UNCHANGED
13560,Joyces Orchard Residential Care Home,,,UNCHANGED
13562,Juniper Village The Spearly Center,,,UNCHANGED
13564,Juniper Village At Aurora,,,UNCHANGED
13566,Juniper Village At Louisville,,,UNCHANGED
13568,Just For Seniors Living Center I,,,UNCHANGED
13570,Just For Seniors Living Center Ii,,,UNCHANGED
13572,Karambi Assisted Living Home,,,UNCHANGED
13574,Karens House,,,UNCHANGED
13576,Katherine And Charles Hover Green Houses,,,UNCHANGED
13578,Kavod Senior Life,,,UNCHANGED
13580,Keystone Place At Legacy Ridge Assisted Living,,,UNCHANGED
13582,Kidscare Home Health Of Idaho,,,UNCHANGED
13584,Kingston Residence Of Santa Fe,,,UNCHANGED
13586,Kingston Residence Of Santa Fe,,,UNCHANGED
13588,Kipling Meadows,,,UNCHANGED
13590,Kraft Home,,,UNCHANGED
13592,La Colmena,,,UNCHANGED
13594,La Posada Assisted Living,,,UNCHANGED
13595,La Veta Village,,,UNCHANGED
13597,La Vida Llena,,,UNCHANGED
13599,Lake Ridge Senior Living South,,,UNCHANGED
13601,Lakeshore At Centerra,,,UNCHANGED
13602,Lakeside,,,UNCHANGED
13604,Lakeside East,,,UNCHANGED
13606,Lakeside Assisted Living Sandpoint,,,UNCHANGED
13608,Lakeview Commons,,,UNCHANGED
13610,Lakeview Elderly Care,,,UNCHANGED
13612,Lakeview Senior Living Allure Life Community,,,UNCHANGED
13614,Lakewood Assisted Living Virginia,,,UNCHANGED
13616,Lakewood Estates Sky Active Living Formerly Holiday Retirement Now Sunrise,,,UNCHANGED
13618,Lakewood Reservea Stellar Community,,,UNCHANGED
13620,Lark Springs,,,UNCHANGED
13622,Las Soleras Senior Living Spectrum Retirement,,,UNCHANGED
13624,Laurel Groves Assisted Living,,,UNCHANGED
13626,Learning Services Bear Creek,,,UNCHANGED
13628,Learning Services Glen Dee,,,UNCHANGED
13630,Legacy At Lamar,,,UNCHANGED
13632,Legacy At Monte Vista The,,,UNCHANGED
13634,Legacy At Sterling,,,UNCHANGED
13635,Legacy At Trinidad The,,,UNCHANGED
13637,Legacy House Assisted Living Of South Jordan,,,UNCHANGED
13639,Legacy House Of Bountiful,,,UNCHANGED
13641,Legacy House Of Logan Assisted Living,,,UNCHANGED
13643,Legacy House Of Ogden,,,UNCHANGED
13645,Legacy House Of Park Lane,,,UNCHANGED
13647,Legacy House Of Spanish Fork,,,UNCHANGED
13649,Legacy House Of Taylorsville,,,UNCHANGED
13651,Legacy Retirement Residence,,,UNCHANGED
13653,Legacy Village Memory Care,,,UNCHANGED
13655,Legacy Village Of Castle Pines,,,UNCHANGED
13657,Legacy Village Of Provo,,,UNCHANGED
13659,Legacy Village Of Provo,,,UNCHANGED
13661,Legacy Village Of Sugar House,,,UNCHANGED
13663,Legacy Village St George,,,UNCHANGED
13665,Legend Of Broomfield,,,UNCHANGED
13667,Legend Of Colorado Springs,,,UNCHANGED
13669,Legends Park Assisted Living,,,UNCHANGED
13670,Lennox Guest Home Inc The,,,UNCHANGED
13672,Libby Bortz Assisted Living Center,,,UNCHANGED
13674,Liberty Heights,,,UNCHANGED
13676,Liberty Heights Assisted Living,,,UNCHANGED
13678,Life Care Center Of Bountiful,,,UNCHANGED
13679,Life Spire Assisted Living,,,UNCHANGED
13681,Life Spire Assisted Living Of North Albuquerque Acres,,,UNCHANGED
13683,Life Spire Assisted Living Of Rio Rancho,,,UNCHANGED
13685,Light Of Victory Assisted Living,,,UNCHANGED
13687,Lighthouse Assisted Living Inc Wadsworth,,,UNCHANGED
13689,Lighthouse Assisted Living Incelizabeth House,,,UNCHANGED
13691,Lighthouse Assisted Living Incemporia House,,,UNCHANGED
13693,Lighthouse Assisted Living Incsteele House,,,UNCHANGED
13695,Lighthouse Assisted Living Maplewood,,,UNCHANGED
13697,Lighthouse Assisted Living Incirwin House,,,UNCHANGED
13699,Lighthouse Assisted Livingnewland,,,UNCHANGED
13701,Lily And Syringa Assisted Living,,,UNCHANGED
13703,Limelight Assisted Living,,,UNCHANGED
13705,Lincoln Court Retirement Community,,,UNCHANGED
13707,Lincoln Meadows Senior Livingspectrum Retirement,,,UNCHANGED
13709,Little Roses Home Care Of The South West,,,UNCHANGED
13711,Live To Assist,,,UNCHANGED
13713,Living Spring Residential Care,,,UNCHANGED
13715,Living Springs Assisted Living,,,UNCHANGED
13717,Living With Dignity Assisted Living,,,UNCHANGED
13719,Lodge At Fairway Forest 1 The,,,UNCHANGED
13721,Lodge At Palmer Point Residential Assisted Living,,,UNCHANGED
13723,Logan Regional Hospital Dialysis Center,,,UNCHANGED
13725,Lohman Endoscopy Center,,,UNCHANGED
13726,Los Alamos Assisted Living,,,UNCHANGED
13728,Los Andes Assisted Living,,,UNCHANGED
13730,Los Soleras Retirement Living Spectrum Retirment,,,UNCHANGED
13731,Los Soleras Retirement Livingspectrum Retirement,,,UNCHANGED
13733,Lotus Assisted Living,,,UNCHANGED
13735,Lotus Park Assisted Living,,,UNCHANGED
13737,Lotus Park Care Centers,,,UNCHANGED
13739,Loving Care And More,,,UNCHANGED
13740,Loving Care Assisted Living Services,,,UNCHANGED
13742,Loving Embrace Of Country Time,,,UNCHANGED
13744,Loving Touch Elderly Assistant Care,,,UNCHANGED
13746,Luna Assisted Living,,,UNCHANGED
13748,Luther Park At Sandpoint,,,UNCHANGED
13749,Mackenzie Place Colorado Springs,,,UNCHANGED
13751,Mackenzie Place Colorado Springs,,,UNCHANGED
13753,Mackenzie Place Fort Collins,,,UNCHANGED
13755,Madison House,,,UNCHANGED
13757,Magic Valley Manor,,,UNCHANGED
13758,Magnolia Place Assisted Living,,,UNCHANGED
13760,Makenna Farms Assisted Living,,,UNCHANGED
13762,Malad Living Centerrcf,,,UNCHANGED
13764,Manor On Marion Circle The,,,UNCHANGED
13766,Manor On Marston Lake2 The,,,UNCHANGED
13768,Manor On Sycamore Street The,,,UNCHANGED
13770,Manto Homes,,,UNCHANGED
13772,Maple Creek Hospice,,,UNCHANGED
13774,Maple Grove East At Crestview Assisted Living,,,UNCHANGED
13776,Maple Springs,,,UNCHANGED
13778,Maple Springs Of Brigham City,,,UNCHANGED
13780,Maple Springs Of North Logan,,,UNCHANGED
13782,Maple Wood Assisted Living,,,UNCHANGED
13784,Marler Manor,,,UNCHANGED
13786,Marycrest Assisted Living,,,UNCHANGED
13788,Masters Touch Homes,,,UNCHANGED
13790,Maxwell Center Assisted Living Residence,,,UNCHANGED
13792,Meadow Brook Rehabilitation And Nursing,,,UNCHANGED
13793,Meadow Hills Makarios Assisted Living,,,UNCHANGED
13795,Meadow Lake Village Retirement Resort Owyhee Bldg,,,UNCHANGED
13796,Meadow Peak Assisted Living,,,UNCHANGED
13798,Meadow View Assisted Living Memory Care,,,UNCHANGED
13800,Meadow Vista Assisted Living At Walden,,,UNCHANGED
13802,Meadow Vista Assisted Living,,,UNCHANGED
13804,Meadowlark Assisted Living,,,UNCHANGED
13805,Meadows Assisted Living Center,,,UNCHANGED
13806,Meadowview Of Greeley,,,UNCHANGED
13808,Medallion Post Acute Rehabilitation,,,UNCHANGED
13810,Melody Living Of Colorado Springs,,,UNCHANGED
13812,Mervyn Sharp Bennion Central Utah Veterans Home,,,UNCHANGED
13814,Mesa House,,,UNCHANGED
13816,Mesa View Retirement Home,,,UNCHANGED
13818,Mesa Vista Assisted Living Residence,,,UNCHANGED
13820,Midland Manor,,,UNCHANGED
13822,Midtown Manor,,,UNCHANGED
13824,Miles Manor,,,UNCHANGED
13826,Millard County Care And Rehabilitation,,,UNCHANGED
